problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
f9_i1,0.12861091,-0.22662328,0.24813084,-0.18453872,-0.18745571,0.16843021,-0.19098522,-0.13422965,0.15700978,-0.17281152,0.2196107,-0.2820469,0.12696621,-0.18461508,0.2557297,-0.2598218,-0.17167021,0.18509516,0.10147556,0.100592494,-0.13287981,-0.19442475,-0.18719958,0.2409807,-0.18236053,0.10474159,0.04928833,0.17298666,0.15816264,0.12036489,0.13998422,-0.22564921,0.31619266,0.2012541,0.2095176,0.17464916,0.2043948,0.31286326,0.23791713,-0.1860453,-0.18718563,0.08417431,0.22927308,-0.23828103,0.22337924,0.25342268,0.20005365,0.1002096,-0.21248777,0.18797155,-0.25418663,0.10435441,0.06417745,0.15448867,0.21526642,0.19834404,-0.22208463,-0.088384435,-0.1907365,0.07193931,0.23902348,0.21925585,-0.20400941,-0.14394833,-0.24131328,-0.14999075,-0.27005476,0.19961573,-0.24907294,0.1457653,0.13422291,0.123422734,-0.1705802,-0.25946474,-0.1286418,0.2335535,0.20661753,-0.08523427,-0.18154623,0.14625393,0.013723868,-0.14698945,0.017482784,-0.16993481,0.07983665,-0.22780712,-0.25698802,0.09919351,-0.20126227,0.020243134,-0.14683698,0.18096016,-0.043080963,0.21271731,0.15739806,-0.17133848,-0.25574732,0.25355697,0.23331624,0.25103745
f9_i2,0.16544428,-0.175722,0.22396073,-0.19957843,-0.28390896,0.12008862,-0.19702502,-0.18063541,0.12192862,-0.21196593,0.1863608,-0.16853692,0.20114858,-0.21202245,0.20421833,-0.190304,-0.2292671,0.21323453,-0.05850366,0.23464319,-0.22232696,-0.30611002,-0.22091216,0.175078,-0.18210505,0.22289124,0.26504686,0.22157162,0.24357045,0.19970748,0.16353354,-0.16792889,0.15844971,0.17769502,0.21054846,0.25038642,0.12187503,0.23740298,0.20025407,-0.2606027,-0.08666886,0.277781,0.29035583,-0.09768003,0.16246352,0.21317853,0.21874733,0.19305253,-0.23054807,0.24412414,-0.19169743,0.18542205,0.14905813,0.1801547,0.25951982,0.16867664,-0.16129972,-0.18283539,-0.22273867,0.06751942,0.16409364,0.25433066,-0.17485091,-0.17364646,-0.2620766,-0.26357114,-0.15034062,0.2028966,-0.18458538,0.23899032,0.17572074,0.20769092,-0.17685334,-0.12115462,-0.20347609,0.15493074,0.18796134,-0.08854592,-0.15668283,0.046661932,-0.0053622536,-0.13305527,0.031678323,-0.18620475,0.15094882,-0.13860081,-0.12753505,0.17488979,-0.15650311,-0.07849779,-0.23233125,0.16085714,0.10786344,0.113486126,0.15528682,-0.14305012,-0.24573421,0.22679637,0.17438722,0.19407383
f9_i3,0.100779936,-0.070889026,0.054293983,-0.2526666,-0.16354135,0.19574726,-0.21589264,-0.17369877,0.22739844,-0.22810945,0.16216263,-0.20139821,0.25368932,-0.21459565,0.23955658,-0.12637709,-0.20126823,0.21938677,0.3027455,0.1554327,-0.17471601,-0.2377901,-0.016585544,0.23875411,-0.23145352,0.14979985,0.1552359,0.18895864,0.14508677,0.1955761,0.16456322,-0.20196809,0.19952543,0.19562672,0.1472789,0.12607113,0.18002418,0.13456082,0.20155187,-0.2581493,-0.21749404,0.16807748,0.23750582,-0.11550896,0.18765797,0.13027781,0.19793993,0.27490836,-0.19646148,0.10909464,-0.12724726,0.14229879,0.3586736,0.26923853,0.1936356,0.30672005,-0.24742047,-0.2012605,-0.09786986,0.10528941,0.10816235,0.282842,-0.13019454,-0.28495705,-0.23284614,-0.35457703,-0.20423292,0.17946322,-0.29894328,0.155429,0.26658475,0.19735783,0.0030910275,-0.07718696,-0.14674029,0.29885134,0.22916473,-0.13169776,-0.2230773,0.06980444,-0.013047946,-0.23997818,-0.15020554,-0.17879637,0.24685049,-0.13642605,-0.19544797,0.108864225,-0.1660145,-0.062289305,-0.048676535,0.036708,0.070875965,0.047952924,0.25374302,-0.23370904,-0.1466752,0.17411782,0.28103858,0.17607829
f9_i4,0.18016659,-0.20718072,0.16576834,-0.2002012,-0.2594271,0.1050493,-0.2520483,-0.15258938,0.22003216,-0.21914066,0.2865693,-0.2190559,0.1663625,-0.107642904,0.24933547,-0.18060383,-0.21099351,0.19487362,0.060212065,0.19868898,-0.16134566,-0.25302708,-0.17554964,0.19134979,-0.11678969,0.13808013,0.14028716,0.20337684,0.1910639,0.121419005,0.23800306,-0.16095033,0.14127462,0.18085493,0.2802583,0.1098965,0.35172683,0.1705013,0.109115295,-0.12982081,-0.2125372,0.24779452,0.19211973,-0.12869303,0.14316334,0.29942665,0.25701547,0.13866378,-0.18880348,0.23503025,-0.24665958,0.19577123,0.21059765,0.14702499,0.19479135,0.2676381,-0.22008625,-0.25218406,-0.086410776,-0.072902,0.18670323,0.21588565,-0.19555685,-0.27592856,-0.18447891,-0.22408248,-0.31974947,0.30524322,-0.2676005,0.25056386,0.14481054,0.17517374,-0.09481437,-0.11530726,-0.25399405,0.26779556,0.23638853,-0.16253056,-0.19720103,0.20481662,-0.285319,-0.23563293,0.04867662,-0.2371331,0.112874545,-0.24511719,-0.22185197,0.11962786,-0.28550103,-0.08615229,-0.18087532,0.13083458,0.18753317,0.18714352,0.23842983,-0.21917553,-0.26685745,0.14998391,0.19107449,0.09951288
f9_i5,0.16912794,-0.22019513,0.055677235,-0.15019035,-0.26078388,0.231798,-0.176696,-0.10442373,0.18951961,-0.30084917,0.27239442,-0.11570449,0.20429385,-0.14951801,0.19656491,-0.2538236,-0.16261578,0.28164986,-0.056395967,0.050257325,-0.16013493,-0.19788308,-0.08101094,0.17850544,-0.26239312,0.14391233,0.20055875,0.11933602,0.2003124,0.1962975,0.17834218,-0.33868513,0.18495569,0.1323865,0.1510769,0.32381016,0.19512777,0.15590179,0.13008422,-0.08717391,-0.07201393,0.23926778,0.25960487,-0.15699908,0.2181114,0.21470173,0.22445115,0.18714426,-0.18024924,0.22815727,-0.1793626,0.16482937,0.0042325784,0.25713885,0.1834119,0.17467767,-0.16899407,-0.24122171,-0.13566291,-0.09179713,0.17049465,0.23934428,-0.28933367,-0.16354367,-0.2197806,-0.22567585,-0.23855738,0.13234298,-0.21346454,0.28074318,0.1595905,0.21329118,-0.1534099,-0.14117002,-0.16861688,0.15065788,0.1559918,-0.15953922,-0.17047134,0.25578296,0.059675124,-0.13500448,0.35097817,-0.19990353,0.0628645,-0.20703003,-0.0804163,0.10534471,-0.19828756,-0.048580553,-0.11806958,0.19289888,0.12754482,0.17553678,0.20295636,-0.10505748,-0.19370584,0.18338878,0.25041315,0.22088987
f10_i1,0.2445322,-0.11723563,0.12615246,-0.19933058,-0.1564109,0.29601598,-0.25133628,-0.1782086,0.23920451,-0.18971649,0.16264942,-0.18062848,0.20324928,-0.15262826,0.21498588,-0.23786002,-0.16923593,0.23332012,-0.3075781,0.13370147,-0.23824033,0.0074251103,-0.20108081,0.20210858,-0.26470515,0.19083092,0.12808883,0.08423652,0.17111272,0.15712,0.2621733,-0.18017745,0.11178687,0.23477225,0.22709757,0.18880618,0.025337365,0.22568595,0.22229487,-0.15806204,-0.18560812,0.14702307,0.2520881,-0.22297801,0.17216125,0.1840806,0.21288316,0.12831055,-0.30920595,0.19157098,-0.17403342,0.17118146,0.26034692,0.09538393,0.29069945,0.22844633,-0.19932349,-0.11194831,-0.23623198,0.23520167,0.16537572,0.19826879,-0.2101013,-0.11983062,-0.15823722,-0.14684507,-0.2795795,-0.03715211,-0.13751936,0.18336791,0.09374367,0.31687188,-0.055018898,-0.2232908,-0.21566181,0.15063444,0.1819896,-0.2650004,-0.2237119,0.24737245,0.35933325,-0.2996129,-0.10069896,-0.14931771,0.09768684,-0.1530398,-0.15267952,0.12849075,-0.19021599,0.17633799,-0.22905882,0.2832798,-0.016635155,0.29762223,0.2265528,-0.21939643,-0.21445236,0.22182357,0.24164988,0.21468875
f10_i2,0.21384239,-0.21207152,0.27791107,-0.23576891,-0.21043664,0.22296453,-0.2095281,-0.2078894,0.1607042,-0.25280455,0.23525839,-0.28186473,0.117013924,-0.22447816,0.17583913,-0.17130873,-0.15085085,0.29823378,-0.10873261,0.21307716,-0.19329624,-0.05865688,-0.29992244,0.23718582,-0.23264603,0.18191151,0.053590942,0.17239018,0.115826696,0.24210219,0.16859412,-0.26536888,0.13877726,0.08473864,0.17543517,0.20852436,0.21772604,0.17536432,0.1556395,-0.15080744,-0.13181949,0.2876501,0.17021343,-0.25508067,0.11601711,0.15323913,0.15897763,0.123809926,-0.29564658,0.20456935,-0.23278154,0.15310633,-0.009590725,0.17725436,0.26283637,0.14667527,-0.18665528,-0.20564176,-0.16922063,0.20962161,0.18239827,0.23507515,-0.11981838,-0.27600235,-0.21409404,-0.16524148,-0.25869372,-0.09533,-0.07170028,0.21739936,0.19588234,0.3693579,-0.014301657,-0.13835607,-0.23229788,0.15635829,0.19743899,-0.14586608,-0.21416357,0.20801364,0.37247613,-0.12361213,0.021739962,-0.22506899,0.12672774,-0.21102084,-0.19352888,0.2675133,-0.2456762,-0.031076554,-0.19591199,0.20729847,-0.06838155,0.13996702,0.22749883,-0.21890369,-0.20485729,0.15856463,0.1050004,0.11418143
f10_i3,0.17010571,-0.22965708,0.16573896,-0.18027192,-0.17483167,0.2196291,-0.2789326,-0.14418425,0.121645205,-0.16522601,0.21605803,-0.3069655,0.17414805,-0.19975352,0.19386919,-0.1790698,-0.2665375,0.21582323,0.09599194,0.14498687,-0.25026464,-0.1892161,-0.16949917,0.21306112,-0.2155271,0.24898319,0.13165036,0.09070975,0.116257615,0.21980286,0.29659507,-0.20229359,0.15845287,0.11991465,0.26734304,0.1406693,0.14204992,0.077764586,0.1344404,-0.16078871,-0.17533192,0.13256273,0.21260308,-0.2541038,0.23845787,0.26023886,0.27004254,0.27222547,-0.24054545,0.19117862,-0.27995518,0.20795357,0.21778175,0.23374343,0.24399768,0.15887944,-0.19991717,-0.2177137,-0.15426092,0.21098806,0.13308261,0.27364033,-0.18335554,-0.011332895,-0.1462844,-0.24038485,-0.23757632,0.14192341,-0.17310776,0.14571638,0.029376699,0.14905323,-0.12818119,-0.17506833,-0.127194,0.2229658,0.25022346,-0.25291228,-0.19741122,0.18372302,0.17492478,-0.2247772,-0.2667761,-0.19850197,0.1339259,-0.2567663,-0.1201119,0.2073523,-0.16965836,0.07395503,-0.26189718,0.1688552,-0.002616096,0.14569297,0.24297157,-0.1715359,-0.23764582,0.22068559,0.1904888,0.21145943
f10_i4,0.19355883,-0.17098849,0.3423344,-0.1529183,-0.17665167,0.12198216,-0.15916833,-0.22672704,0.18935542,-0.19453463,0.28387058,-0.24340081,0.20409603,-0.18145408,0.13455465,-0.19917805,-0.17540264,0.21282312,-0.17803016,0.32424262,-0.25057766,-0.035899002,-0.32187128,0.22453584,-0.19439667,0.2546063,0.14863354,0.1565262,0.20787217,0.25668684,0.27439207,-0.15771826,0.2536828,0.24234976,0.18110003,0.16259597,0.15476082,0.1376004,0.23360157,-0.0951547,-0.1288671,0.17922314,0.1723537,-0.15345092,0.09708212,0.22698882,0.26310578,0.16852805,-0.13501367,0.22108044,-0.26865488,0.063579634,-0.10953975,0.27246904,0.22549355,0.12368412,-0.2163867,-0.20960823,-0.1642079,0.21179925,0.16524506,0.20076351,-0.21920756,-0.07313828,-0.18063189,-0.16192047,-0.23833185,0.1224846,-0.28096893,0.16524972,0.21227002,0.1616755,0.22382905,-0.28722158,-0.16583543,0.2548838,0.2320415,-0.18176797,-0.21872069,0.13336496,-0.09611315,-0.22438505,0.030142035,-0.18776938,0.061439224,-0.1972754,-0.13991809,0.086783186,-0.25356078,0.2080613,-0.21770357,0.28064913,-0.23968236,0.14161366,0.09620515,-0.28683144,-0.22865424,0.18768881,0.28594044,0.13781159
f10_i5,0.25039232,-0.2650765,0.14075376,-0.25242168,-0.13519898,0.17192271,-0.14378713,-0.19986065,0.27664608,-0.20728835,0.15388133,-0.22651455,0.17660868,-0.29564956,0.17622276,-0.23758908,-0.31023505,0.23418875,-0.08589898,0.066306345,-0.23717766,-0.16361111,-0.07946849,0.2688206,-0.30575106,0.21654998,0.029489035,0.12810479,0.2544281,0.15136331,0.13550569,-0.15373518,0.14954756,0.3128056,0.22888842,0.1888747,0.17048375,0.13097444,0.20046829,-0.11423391,-0.25185993,0.25323045,0.15923586,-0.21893078,0.13283446,0.2834268,0.11765478,0.25066635,-0.15157777,0.15258832,-0.18540454,0.106158786,-0.059603278,0.17191249,0.21707375,0.11218232,-0.24018688,-0.16002788,-0.14215896,0.22540422,0.15617502,0.15498427,-0.19464031,0.047597826,-0.2363295,-0.1621314,-0.17083162,0.21339631,-0.24918427,0.22865301,0.22983451,0.17904614,-0.0800684,-0.21103643,-0.26000112,0.18254781,0.1981651,-0.24296379,-0.18310377,0.32027844,0.1830082,-0.19303878,0.112501696,-0.23808607,0.16356124,-0.21226297,-0.16773628,0.1744177,-0.24737076,0.22487116,-0.09019291,0.25879833,0.050816454,0.03888333,0.20871684,-0.2656997,-0.1801584,0.2782708,0.21164003,0.26074782
f11_i1,0.23076336,-0.1931875,0.15927538,-0.22496668,-0.17091134,0.116388455,-0.2574348,-0.19330645,0.2313464,-0.1792206,0.26107705,-0.16778605,0.14182518,-0.21583739,0.23206995,-0.21571185,-0.16407281,0.23596933,-0.096282825,0.100925826,-0.23200668,-0.19641645,-0.30563384,0.12762468,-0.27122575,0.26973295,0.25397214,0.18922535,0.16745062,0.08839702,0.17943723,-0.2056861,0.18558154,0.00944733,0.27003834,0.14104836,0.0643627,0.13023622,0.058452,-0.15185797,-0.28384098,0.21969792,0.25444376,-0.20912902,0.20128275,0.2305015,0.23678423,0.3095413,-0.21031088,0.1340176,-0.21494773,0.1799063,0.15308379,0.2545371,0.22298034,0.26074836,-0.27008918,-0.07914869,-0.195552,0.18485267,0.15288469,0.24431379,-0.2797056,-0.04291066,-0.24582706,-0.18087497,-0.1894075,0.051701345,-0.22762632,0.16617815,0.16572426,0.24031478,0.021692384,-0.18889967,-0.1547671,0.20376363,0.23240837,-0.19932303,-0.15011016,0.24106431,0.13180353,-0.12993191,0.11685913,-0.22981122,0.27600187,-0.28990063,-0.11100041,0.14017524,-0.17431818,0.05499581,-0.14616814,0.1679666,-0.026695736,0.113696255,0.30028763,-0.2457302,-0.24075116,0.2683486,0.22372913,0.15413862
f11_i2,0.1770666,-0.12912932,0.18289635,-0.28866962,-0.30231404,0.14702876,-0.20329472,-0.18114622,0.14293759,-0.2208382,0.18466188,-0.2740023,0.1856286,-0.16415912,0.18012221,-0.2859945,-0.23415598,0.21359374,0.047930233,0.18501934,-0.24196988,-0.17686917,-0.18672152,0.2940888,-0.23443475,0.15982445,0.16461858,0.18645595,0.18226257,0.26105267,0.2872737,-0.22597767,0.12697281,0.15562041,0.22574621,0.07842475,0.11297334,0.14267473,0.15516427,-0.23381421,-0.19919398,0.19335425,0.21636514,-0.17510034,0.23720634,0.112653196,0.14114644,0.22809571,-0.22530936,0.13060889,-0.19723703,0.09799342,0.17216742,0.05844976,0.21154115,0.3330991,-0.2651048,-0.20455575,-0.22628124,0.088231444,0.12673499,0.3075201,-0.19306022,0.040650476,-0.21103217,-0.2922701,-0.15552011,0.13304642,-0.22764558,0.1079727,0.14589694,0.26092628,-0.104321994,-0.14744459,-0.19917762,0.1786811,0.1409253,-0.095148355,-0.22079596,0.2819796,-0.13349718,-0.18607007,0.17187154,-0.20863216,0.12917796,-0.25340396,-0.13496916,0.1358568,-0.23201773,-0.054859348,-0.2012106,0.1643988,-0.03854132,-0.030699125,0.14845689,-0.184887,-0.28024483,0.2987216,0.34840128,0.20857383
f11_i3,0.2416333,-0.20859976,0.032973226,-0.27282786,-0.15807225,0.13245063,-0.24661842,-0.1638654,0.1771352,-0.11388779,0.17527768,-0.17054667,0.20248562,-0.17185362,0.27032062,-0.28492802,-0.23861969,0.15256901,0.16025984,0.15544079,-0.1851469,-0.15223272,-0.27886686,0.08911874,-0.15729685,0.09821414,0.22678877,0.23210214,0.2292385,0.1194174,0.19317292,-0.16313833,0.12620504,0.15841515,0.26322982,0.16646655,0.017751541,0.1579192,0.19487154,-0.11837569,-0.22381155,0.18417212,0.25103498,-0.15748799,0.2656171,0.1648362,0.3026261,0.2805302,-0.20918353,0.23464839,-0.17706767,0.18790537,0.21245483,0.3168588,0.19684604,0.25001115,-0.14148127,-0.18466294,-0.068769306,0.09727005,0.08188695,0.29441372,-0.20512299,-0.037399296,-0.24810955,-0.1631332,-0.26769435,0.023280341,-0.2566147,0.23074266,0.11031616,0.29281458,0.015009189,-0.20332849,-0.14413755,0.20152839,0.17520675,-0.20476775,-0.13942254,0.10259292,0.09828161,-0.15386136,0.17036696,-0.2127118,0.23602195,-0.19875212,-0.21156764,0.26053882,-0.24191986,0.16597079,-0.062367298,0.23835893,-0.011784666,0.16489093,0.114987396,-0.15039828,-0.19785887,0.23374778,0.24185279,0.11917766
f11_i4,0.18430384,-0.18455791,0.2121135,-0.18917097,-0.25335371,0.103607744,-0.2829102,-0.23588124,0.19152635,-0.19430998,0.2121299,-0.24313065,0.28377187,-0.1820812,0.18969531,-0.23697919,-0.1582337,0.28087732,-0.3030245,0.20391002,-0.25783306,-0.28689554,-0.08624687,0.29678014,-0.30036503,0.2599921,0.12736267,0.20091921,0.15962504,0.18846914,0.16661178,-0.24079241,0.13010873,0.16503835,0.18389414,0.20565753,0.20138922,0.1388655,0.22624998,-0.16861103,-0.15372254,0.1965309,0.29543677,-0.22354327,0.22928071,0.2238373,0.22413583,0.2807159,-0.20705883,0.29131165,-0.23773263,0.23370963,0.1741789,0.1290437,0.2633147,0.18726589,-0.25150144,-0.14811926,-0.13715221,-0.12220622,0.21116412,0.24767394,-0.2549188,0.056703012,-0.18556108,-0.22264259,-0.21001406,0.07086895,-0.22182646,0.1269224,0.13649775,0.20720652,-0.09205224,-0.20735309,-0.15767299,0.29647195,0.13706012,-0.23897506,-0.21380712,0.2563935,0.15396896,-0.30126578,0.17385897,-0.22966523,0.2235371,-0.24975927,-0.1990306,0.13127236,-0.19344923,0.15078531,-0.21569312,0.1526936,0.112062514,0.17405336,0.18490732,-0.17460477,-0.30343154,0.16957964,0.18562993,0.21472469
f11_i5,0.18814921,-0.084119,0.11552567,-0.20084773,-0.24180698,0.2716069,-0.20146993,-0.20363082,0.26851735,-0.12571535,0.1985324,-0.17442638,0.25653422,-0.15003046,0.21149851,-0.21344599,-0.21470638,0.2248561,-0.2131953,0.20832548,-0.2522408,-0.20274736,-0.11487123,0.20112635,-0.21725273,0.10272694,0.21710362,0.19039446,0.26521996,0.121849604,0.26721576,-0.24859126,0.15960868,0.15626986,0.30492872,0.17328237,0.12880802,0.049261395,0.21546516,-0.26118994,-0.26466557,0.22442941,0.2582197,-0.13319382,0.24645087,0.2439176,0.23885417,0.16650152,-0.16967416,0.12534052,-0.23147385,0.16365841,0.12635525,0.24811363,0.22279228,0.19858271,-0.21643634,-0.20697634,-0.209495,0.011460918,0.17593302,0.24091567,-0.18007872,-0.2123062,-0.20195058,-0.16728978,-0.28590214,0.058218505,-0.19515099,0.23364124,0.10486862,0.2935813,-0.1896196,-0.17589642,-0.18859851,0.23893753,0.19003254,-0.10485837,-0.26226828,0.19088267,0.18119144,-0.21493623,0.12108528,-0.18768592,0.17557472,-0.22033735,-0.14659368,0.2002002,-0.17945844,0.23647682,-0.16636182,0.16936113,-0.10130238,0.06981088,0.09935142,-0.11507621,-0.15901387,0.180194,0.2818223,0.22170144
f12_i1,0.2633103,-0.2739208,0.0103297345,-0.20767502,-0.17648944,0.17974211,-0.30558342,-0.24350269,0.16783266,-0.11738878,0.22612847,-0.19157907,0.25751948,-0.19162075,0.26670796,-0.16653171,-0.18125369,0.11597131,0.05304039,0.23567948,-0.25487992,-0.20349656,-0.18206002,0.2799021,-0.19712983,0.12618476,0.08286129,0.17334807,0.22496352,0.2422562,0.15434282,-0.26652998,0.1719497,0.103148356,0.20028713,0.17273645,0.17883065,0.20210183,0.14628625,-0.2170593,-0.18567581,0.16580838,0.17797546,-0.14917836,0.21949823,0.2540004,0.23217665,0.21889742,-0.1132811,0.25307545,-0.25266328,0.23954515,0.23686995,0.19530627,0.18312535,0.06819258,-0.27025872,-0.15860812,-0.14980017,0.082135394,0.27020296,0.2993655,-0.19257519,-0.08714423,-0.31410453,-0.3274615,-0.12328012,0.07261524,-0.16440998,0.084075294,0.21761039,0.1397685,0.13542151,-0.20892552,-0.24510297,0.07659576,0.20824778,-0.15519908,-0.24670725,0.23575746,-0.031022044,-0.28333035,0.16562627,-0.18452983,0.31679136,-0.16211872,-0.1481298,0.32108474,-0.26332006,0.048543576,-0.13182867,0.29400393,0.16465686,0.3113905,0.18244466,-0.26478896,-0.274049,0.07658074,0.19791205,0.24096079
f12_i2,0.19858164,-0.18242596,0.22170866,-0.20160177,-0.26185808,0.19790365,-0.1856107,-0.07191964,0.12844169,-0.28387535,0.27128366,-0.3064721,0.27909923,-0.21855141,0.14405368,-0.2351807,-0.1218066,0.09167792,-0.09521486,0.120321505,-0.15574652,-0.11480316,-0.09996967,0.21086508,-0.2698453,0.13272786,0.11034038,0.11605286,0.23705566,0.18063472,0.115442984,-0.30223078,0.21197872,0.16254489,0.19651537,0.22394037,0.04385762,0.1853456,0.3187071,-0.18957992,-0.24218489,0.1282779,0.2673878,-0.30814058,0.20077868,0.22729175,0.07556901,0.20657457,-0.25529727,0.13050464,-0.22320822,0.22641166,0.05402814,0.2606369,0.25618595,0.08017682,-0.23703547,-0.145327,-0.25703493,0.28135684,0.2143121,0.20555523,-0.13015044,-0.11697001,-0.14328204,-0.19418126,-0.32661313,0.23222797,-0.10098994,0.13825102,0.20300648,0.2919732,-0.11898306,-0.21265505,-0.16687886,0.24435996,0.3119562,-0.18361041,-0.24699709,0.17536102,0.21621206,-0.22919744,0.20390476,-0.2218732,0.21710703,-0.19189548,-0.15391125,0.24537636,-0.1487515,0.09236867,-0.21749271,0.23317549,-0.016882164,0.020282462,0.07469088,-0.26448843,-0.24537419,0.22558677,0.236766,0.21253918
f12_i3,0.21443544,-0.13386543,0.19526991,-0.2360982,-0.14239451,0.09931191,-0.3359029,-0.13015342,0.09923092,-0.31170154,0.21727465,-0.16293721,0.22716103,-0.19656506,0.20209453,-0.25789762,-0.20259303,0.15425374,0.1935268,0.18316019,-0.17189626,-0.23210669,-0.079382226,0.19097798,-0.17676407,0.20727171,0.085861295,0.15164454,0.14598936,0.24606597,0.25705045,-0.08037721,0.30441993,0.038199335,0.25462314,0.1584121,0.20229216,-0.01673989,0.27275497,-0.20754543,-0.16718623,0.1874651,0.21770862,-0.22582309,0.16729523,0.20559503,0.16639344,0.12195318,-0.21587689,0.14519183,-0.21124776,0.19019035,-0.0040792776,0.33038223,0.11141798,0.17123057,-0.21669203,-0.25080368,-0.22839446,0.055232137,0.300625,0.32687733,-0.12967016,-0.2272602,-0.17811501,-0.3104984,-0.21615605,0.13048413,-0.2692025,0.103720054,0.23200639,0.17601642,-1.7110524e-05,-0.2604101,-0.22029977,0.1735651,0.15928742,-0.25464126,-0.17673959,0.11604683,0.058547527,-0.27627227,0.17344058,-0.19417563,0.31513107,-0.18049924,-0.22387254,0.16500096,-0.17406477,0.18851198,-0.24230514,0.19486651,-0.051957667,0.22342373,0.12885948,-0.24692579,-0.27891782,0.26728642,0.24175523,0.18237701
f12_i4,0.25684646,-0.16850185,0.14701666,-0.16483077,-0.2348516,0.20650072,-0.18026175,-0.18678793,0.09485854,-0.222252,0.20839366,-0.16826718,0.1715493,-0.20295253,0.27172762,-0.19699086,-0.27519235,0.15993796,-0.10283551,0.2503245,-0.21010965,-0.1875578,-0.18224204,0.17826371,-0.18986693,0.14796455,0.13402514,0.15258305,0.17608425,0.3187533,0.12701698,-0.16238086,0.29822358,-0.0310854,0.24613322,0.22413166,0.15265457,0.22024445,0.19784118,-0.30290285,-0.2723589,0.21349902,0.23027782,-0.08968328,0.1816137,0.17564729,0.15281539,0.21155924,-0.24945049,0.12620355,-0.19699991,0.26968837,0.27793688,0.31419268,0.17532523,0.118814215,-0.25408345,-0.18897563,-0.20492668,0.30553737,0.24749297,0.20344542,-0.25843063,-0.31099868,-0.21507019,-0.26206803,-0.13852058,0.028157154,-0.19954959,0.083174415,0.119212635,0.23684233,-0.055112377,-0.31585643,-0.17981966,0.12912446,0.13109753,-0.20063797,-0.14081761,0.07761231,-0.1303252,-0.19051112,0.23764724,-0.2935427,0.1707156,-0.16358276,-0.09154117,0.25127867,-0.23866682,-0.12145574,-0.12936717,0.14043355,-0.15971693,0.24530403,0.08327238,-0.17903432,-0.2223491,0.13825731,0.17661275,0.101009
f12_i5,0.18459114,-0.18631384,0.12868442,-0.21456507,-0.12268167,0.15676677,-0.12955593,-0.16236034,0.118702754,-0.2115476,0.18203546,-0.23310687,0.28406012,-0.1449319,0.11035089,-0.17991239,-0.25295562,0.17279753,-0.15241961,0.14539692,-0.17126428,-0.20023699,-0.17553368,0.24113487,-0.22908038,0.1898122,0.13594387,0.18345773,0.22794083,0.12167951,0.19353114,-0.211666,0.1930741,0.22555852,0.13667136,0.10293056,0.18326968,0.14065936,0.18663059,-0.15578656,-0.24814302,0.19828409,0.25465557,-0.20169224,0.18577154,0.11766937,0.14516948,0.08854811,-0.21284497,0.175279,-0.2292108,0.2966511,0.005824366,0.068947695,0.20152703,0.13592102,-0.29003963,-0.23569423,-0.25038525,0.29445958,0.33811247,0.1657373,-0.10015831,-0.20948803,-0.18789424,-0.2538196,-0.23557204,-0.19148295,-0.16530298,0.12972708,0.17307973,0.114702426,-0.14122047,-0.2213352,-0.20246375,0.2152006,0.2443889,-0.10128677,-0.22676194,0.0664139,0.10697171,-0.17461838,0.020666294,-0.20097654,0.27627286,-0.22856711,-0.24341245,0.18343833,-0.23385197,0.27409336,-0.24880478,0.26600942,-0.025460888,0.26625207,0.2247865,-0.21602674,-0.18995284,0.147468,0.17519127,0.193531
