conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99
conf_334,-0.1298323,-0.16020156,0.13355584,0.050439343,0.19265227,0.07338165,0.1511752,0.20406683,-0.12820499,-0.07993869,0.18410338,0.24377604,-0.18143116,0.18235517,-0.13798812,0.18067604,-0.00062204286,-0.013854248,-0.104654096,0.07291367,-0.08707472,-0.1857985,0.011740975,-0.114882015,0.14418131,0.11143028,-0.10315561,-0.18979931,-0.119739935,0.06028236,0.10608395,-0.17417145,0.1599712,0.14944234,-0.17107093,-0.17236495,-0.20603012,-0.048318874,-0.26594144,0.12841268,-0.16074651,-0.08312285,-0.108453415,-0.027891178,-0.20398484,-0.21383443,-0.22824052,0.19522819,0.12778193,0.15082131,0.16845043,0.06419093,0.040286295,-0.2003705,-0.2009878,0.21493466,0.19160129,0.18731768,-0.22993992,0.1514235,-0.15244485,-0.25190347,-0.0858845,-0.17826825,0.20048265,-0.13016364,0.1353897,0.15392974,0.05742017,0.21735848,-0.08740752,-0.052988317,-0.08002582,-0.09963022,0.22593309,-0.13117048,-0.22743636,0.062090162,-0.0029977588,0.10027094,0.13240007,-0.13629843,-0.013174746,0.14498302,0.18521729,0.15653962,-0.18934481,-0.17700672,-0.13530074,-0.20618378,0.083920926,-0.16014938,-0.20035937,0.18319471,0.1159568,-0.19624315,-0.19874933,0.11325324,-0.16322245,-0.16002892
conf_335,-0.14630254,-0.15604346,0.18255189,-0.12511317,0.08115292,0.15976194,0.1477966,0.14100797,-0.1211024,-0.17309873,0.1350712,0.09719096,-0.14782211,0.202962,-0.18056759,0.18661991,-0.03258766,-0.08370704,-0.23789386,0.019238865,0.04405248,-0.1841214,0.17258151,-0.15505505,0.14287539,0.23360619,-0.22483489,-0.21354516,-0.19496132,0.019904822,0.17960691,-0.17796326,0.12111329,0.23920469,-0.17627989,-0.22080763,-0.09066767,-0.10093841,-0.21746422,0.21616024,-0.14190097,-0.19505835,-0.15908667,0.025802761,-0.2536339,-0.19973196,-0.022348505,0.13535354,0.27316242,0.18163706,0.21112153,0.10046154,0.030154008,-0.21940896,-0.11187788,0.1768214,0.20871685,0.22891758,-0.15391013,0.17512149,-0.19212393,-0.16519707,-0.065223,-0.0694846,0.17837216,-0.048289977,0.18300912,0.18095939,0.07574247,0.16806586,-0.13583855,-0.26083222,-0.12734775,-0.015956983,0.17449394,0.19361556,-0.18211557,0.12116216,0.1411455,0.18787192,0.22560672,-0.052453913,-0.21838844,0.19685915,0.12308746,0.06716323,-0.13224788,-0.13179657,-0.10450714,-0.21026643,0.22774199,0.0019561478,-0.22626625,0.32721335,0.11325308,-0.17274302,-0.17414705,0.056096043,-0.07326537,-0.21502903
conf_336,-0.08013366,-0.07478118,0.114460856,0.23283882,0.1347861,0.21639697,0.236703,0.0853287,-0.008034669,-0.15356061,0.10569226,0.1956942,-0.16319956,0.17543915,-0.1405089,0.086864345,-0.039285023,-0.06570601,-0.20061651,0.0032952144,-0.052137952,-0.004421595,0.018147971,-0.15871051,0.11483357,0.11305729,-0.05790781,-0.08514116,-0.13287152,-0.10984975,0.007124054,-0.101898596,0.011091117,0.19360104,-0.11103129,-0.13958618,-0.10117338,-0.042890295,-0.1386867,0.12954204,-0.0926506,-0.13732973,-0.20070918,0.013535111,-0.16709304,-0.14020896,-0.111615926,0.09810795,0.16475728,0.122088656,0.1559806,0.11371913,-0.15208001,-0.12132382,-0.1012544,0.12894271,0.1090408,0.15005754,-0.13129163,0.06593584,-0.17389435,-0.093689136,-0.14260708,-0.13832876,0.13725348,-0.11004909,0.18592486,0.07968172,0.0636184,0.121947154,-0.09728846,0.13474679,-0.18638286,-0.16006541,0.20641258,-0.18977737,-0.22977951,0.06586794,0.11005489,0.123247094,0.088752754,0.12866056,0.059798304,0.13782762,0.14033239,0.21794818,-0.1035299,-0.23313472,0.013445035,-0.13762589,0.027454296,-0.19375171,-0.067427106,0.07354759,0.09333538,-0.12842163,-0.05618522,0.18859793,-0.08203193,-0.064432696
conf_337,-0.098751366,-0.16511457,0.092303865,0.08791671,0.12371075,-0.02262394,0.14711557,0.08643877,-0.18679562,-0.046019282,0.12385808,0.12762527,-0.07226164,0.16783816,-0.16638157,0.21843043,0.08525926,-0.01692569,-0.14600639,0.10280446,0.00042175417,-0.11983102,0.0040254784,-0.15775461,0.1542017,0.21365543,-0.19807795,-0.13743746,-0.1736889,0.12865376,-0.018226676,-0.16571902,0.11557549,0.2993042,-0.27444893,-0.15036389,-0.11046688,-0.102952026,-0.13788827,0.13541323,-0.09558897,-0.10512701,-0.16800483,-0.01878039,-0.19187461,-0.147434,-0.16620074,0.19740427,0.1520065,0.24909824,0.1878026,0.1078535,-0.03331441,-0.16503991,-0.19319342,0.22117187,0.20989245,0.16961814,-0.14922208,0.2328683,-0.15305711,-0.16790679,-0.093506895,-0.14874822,0.14405604,-0.13044272,0.1999759,0.2272731,-0.17107509,0.16518743,-0.12318097,-0.06255533,-0.010507217,-0.09957932,0.1170517,0.18153347,-0.23076028,0.17868865,0.17929336,0.10303661,0.16772561,0.056818675,-0.09894038,0.20393705,0.14523864,0.1580512,-0.15214755,-0.062053084,-0.07025026,-0.1882563,0.1259137,-0.07428526,-0.17243378,0.19934039,0.060446788,-0.10950508,-0.12135398,0.18429966,-0.16929857,-0.19755945
conf_338,-0.2252833,-0.2323273,0.20592748,0.02526721,0.16052926,0.082584836,0.069721214,0.13771139,-0.17321242,-0.15609665,0.0970641,0.18978879,-0.18802923,0.26746646,-0.14908573,0.20063141,0.14711717,-0.038031805,-0.1757478,0.08191348,0.021162512,-0.14926176,0.028847933,-0.15306391,0.15477476,0.17891018,-0.17610711,-0.18465613,-0.106494516,0.15785253,0.21111475,-0.20974815,0.0510259,0.16846193,-0.053608608,-0.22119267,-0.1239386,-0.15002689,-0.18922243,0.2210777,-0.135361,-0.17198727,-0.16827838,-0.0667096,-0.15621522,-0.1716634,-0.099823095,0.14831571,0.20792404,0.14956744,0.12317691,-0.023438329,0.0215705,-0.17858917,-0.16248342,0.17595938,0.15438314,0.09957802,-0.033587117,0.0883955,-0.124396175,-0.0874129,-0.04401014,-0.066971324,0.16572702,-0.19213046,0.20045367,0.11385109,0.09756715,0.14997622,-0.1297522,0.17107594,-0.17983612,-0.16211452,0.15666203,0.02231248,-0.22301103,0.11403956,0.19500497,0.19393586,0.128522,-0.012772524,-0.059425324,0.09749839,0.09414951,0.14105268,-0.110589504,-0.114957966,-0.14974457,-0.075055465,0.19797798,-0.07728382,-0.12162815,0.1192307,0.041594617,-0.17881837,-0.23904023,0.15807931,-0.12616552,-0.12218601
conf_339,-0.11919917,-0.08186187,0.044878233,-0.08370599,0.1399641,0.16827655,0.17141396,0.13645199,-0.1196529,-0.10636822,0.1274097,0.18573873,-0.07655096,0.22262608,-0.15230276,0.14103447,0.12099786,-0.24501887,-0.1539809,0.15972473,0.11202929,-0.12885837,-0.003988597,-0.16423792,0.18546352,0.14368802,-0.092748635,-0.15582772,-0.16038622,0.14931528,0.05966955,-0.17194816,0.090812765,0.2187129,-0.2585178,-0.057501007,-0.07915865,-0.12743688,-0.18501069,0.1727647,-0.10786299,-0.16600347,-0.20558834,0.093048066,-0.16427751,-0.09815678,-0.06831492,0.10160476,0.19254462,0.120085396,0.0537629,0.07670695,-0.09704488,-0.17355755,-0.11509348,0.15995379,0.1855166,0.15951899,-0.046955053,0.0025024307,-0.20190392,-0.167155,-0.09703315,0.005776249,0.18503012,-0.24203233,0.1224498,0.17732623,0.060750026,0.16225487,-0.19796208,-0.022512728,-0.14274803,-0.14554392,0.27028874,0.15355398,-0.21246639,0.13716908,0.19610098,0.1314632,0.1000434,0.11459541,-0.17082816,0.10651745,0.06798933,0.1508472,-0.11289961,-0.13785736,-0.13207556,-0.1768617,0.06096467,-0.2290126,-0.062430903,0.24614498,0.08507802,-0.09179549,-0.15445542,0.06611321,-0.118201554,-0.10212278
conf_340,-0.10374506,-0.14117447,0.14392717,0.10322447,0.15620923,0.021793796,0.14263523,0.10278073,-0.101570934,0.006299728,0.1207968,0.19000287,-0.17267434,0.20275347,-0.15188062,0.17014389,0.05515783,0.08844237,-0.16468343,0.021478146,-0.03946956,-0.11046233,0.05577286,-0.1159056,0.25704688,0.18816802,-0.22498426,-0.17684206,-0.19292372,0.15522356,0.13612977,-0.20796117,0.2781848,0.15920864,-0.2141704,-0.20318426,-0.133211,-0.099594094,-0.105612956,0.14697972,-0.26913726,-0.15550937,-0.20606735,-0.12716098,-0.19916926,-0.17860469,-0.13741565,0.16703774,0.19571924,0.20338413,0.17807542,0.10962988,-0.122856595,-0.22824134,-0.25175503,0.12864903,0.117086016,0.09853351,-0.051674552,0.10684787,-0.18233806,-0.099318914,-0.14238241,-0.14681967,0.1800886,-0.14813428,0.23311062,0.15302058,-0.051974658,0.12508996,-0.13653873,0.20209622,-0.047403257,-0.01879457,0.13687482,-0.119231515,-0.16059682,0.17067912,0.013445576,0.2550024,0.032485507,0.049109977,-0.08541539,0.262718,0.19495453,0.13264364,0.00069526565,-0.11787603,-0.10103715,-0.15621953,0.10573638,-0.14203449,-0.16464563,0.11730444,0.07477088,-0.11863788,-0.14976077,0.11945929,-0.22124039,-0.13161299
conf_341,-0.22514935,-0.15228052,0.27767032,0.092522435,0.103396036,0.16503955,0.12824285,0.19231637,-0.2142386,-0.1120704,0.169296,0.14714643,-0.23610964,0.18178712,-0.20447005,0.24506193,0.11744738,0.07705253,-0.20520683,0.097305074,-0.065326,-0.20639257,0.23362805,-0.18485917,0.22600411,0.17215377,-0.23502268,-0.1715348,-0.25653228,0.2667008,0.2375024,-0.22909947,0.18530986,0.21159312,-0.22087644,-0.20395571,-0.121967696,-0.21849205,-0.19627286,0.15179567,-0.17480658,-0.1801324,-0.23576175,-0.07682577,-0.25186914,-0.23075573,-0.16854872,0.1665341,0.09665132,0.1753118,0.21780431,0.14904538,-0.025159582,-0.15339962,-0.20695725,0.2305585,0.33548963,0.07784699,-0.1456388,0.19366767,-0.18054448,-0.1898663,-0.2003407,-0.16762811,0.28309935,-0.12148518,0.23772562,0.13431293,-0.21475308,0.19139203,-0.14433442,0.048429728,-0.14015183,-0.12393823,0.19758439,0.007888318,-0.23628755,0.17079572,0.16277948,0.20983219,0.15499575,-0.09911262,-0.13247964,0.19967616,0.25595474,0.20285414,-0.17045717,-0.26819327,-0.2423504,-0.205589,0.17679149,-0.12269299,-0.23921926,0.20669463,0.16495447,-0.16217783,-0.18208176,0.19660856,-0.21673407,-0.3377708
conf_342,-0.214845,-0.15434581,0.09889815,0.027979296,0.14983654,0.2650676,0.23617746,0.21715051,-0.12259182,0.0037277273,0.25089023,0.18662864,-0.18719596,0.14974156,-0.25660348,0.24447787,-0.08854885,0.0141119715,-0.15246913,0.16156939,-0.13733399,-0.19089593,0.1946153,-0.26190403,0.21214697,0.19121096,-0.2953178,-0.19971396,-0.27378193,0.082802616,0.06302642,-0.26380664,0.025624963,0.13997026,-0.12971032,-0.14572857,-0.20843287,-0.19192122,-0.13057292,0.0693119,-0.13753438,-0.16987677,-0.16028021,-0.096827,-0.2561696,-0.18998279,-0.18599853,0.18449268,0.18879203,0.11608018,0.21566336,0.1254429,0.029552314,-0.14749189,-0.19117129,0.20564504,0.23744608,0.25100413,-0.22638287,0.2317247,-0.16005135,-0.16170248,-0.008100793,-0.22910517,0.20612319,-0.09602393,0.25896186,0.18339747,-0.105596855,0.20367403,-0.19055869,0.15078318,-0.22488527,-0.18167266,0.21499386,-0.27943167,-0.22042976,0.17366521,0.08376254,0.17619906,0.22459595,0.14761223,-0.17494704,0.19796272,0.19554797,0.10441963,-0.1787152,-0.19541681,-0.091371745,-0.24916267,0.18984069,-0.1487903,-0.1957896,0.18132208,0.16788322,-0.27356124,-0.21191433,0.12062408,-0.18073902,-0.09246137
conf_343,-0.15001747,-0.18417448,0.24068181,0.034663204,0.1108422,0.053235497,0.072047144,0.20807025,-0.09968851,-0.14872806,0.2038928,0.07266923,-0.2214021,0.1941529,-0.20791262,0.2544859,0.043388747,-0.11653795,-0.25243476,0.09999439,-0.018149396,-0.2069932,0.055334497,-0.21718374,0.26721886,0.25084946,-0.15361583,-0.20070122,-0.18227835,0.12450704,0.18297738,-0.2626559,-0.10585962,0.23676617,-0.2551162,-0.24555673,-0.23584963,-0.2182683,-0.22042264,0.20142448,-0.18576169,-0.15635124,-0.061866846,0.0068079643,-0.18676925,-0.07566018,-0.16141821,0.09356142,0.2547603,0.123958215,0.10378313,0.101625815,0.06388947,-0.21310823,-0.1791254,0.120796315,0.3062136,0.09631768,-0.16847046,0.15341152,-0.2278201,-0.203943,-0.1316356,-0.08236742,0.21752945,-0.05551793,0.18921395,0.21188344,-0.03197058,0.1505433,-0.18353345,-0.1563984,-0.10796058,-0.17389709,0.20909551,0.017296072,-0.2715873,0.19065318,0.16373853,0.23387651,0.106290266,-0.026867593,-0.20074993,0.2843925,0.2055984,0.15841123,-0.15011013,-0.21857604,-0.15489362,-0.1402712,0.17090614,-0.17451018,-0.3003808,0.27375358,0.17292473,-0.19364803,-0.1760874,0.094114095,-0.1397347,-0.068479754
conf_344,-0.1819285,-0.185934,0.1651026,-0.026497705,0.13017738,0.27342743,0.17378044,0.08794245,-0.19383402,-0.04523311,0.16909364,0.19096167,-0.2159206,0.17341314,-0.19515018,0.15511882,-0.016858038,-0.067875646,-0.15993007,0.11076598,-0.02124552,-0.046058483,0.037347298,-0.106531456,0.14396344,0.094757475,-0.11589569,-0.24552907,-0.11211263,0.090687774,0.008046673,-0.09573507,0.015295549,0.19022371,-0.06079325,-0.1457551,-0.17885603,-0.0023783324,-0.11437627,-0.05477016,-0.06036921,-0.0014002222,-0.19758478,-0.104415536,-0.08740131,-0.19662939,-0.07843852,0.0025590006,0.23601139,0.056531996,0.19021752,0.09239616,0.02026474,-0.17102854,-0.1336689,0.20065583,0.09238775,0.11656155,-0.12466355,0.09537186,-0.13517849,-0.07889274,0.009359859,-0.12157625,0.19091387,-0.16100992,0.16447964,0.04938448,0.101576775,0.10510765,-0.1720923,0.17897011,-0.12645327,-0.087795265,0.20390122,-0.028832193,-0.15586734,0.14910416,0.1008184,0.15172744,0.18343435,-0.055880897,-0.1724243,0.12565891,0.12279985,0.12030252,-0.03699053,-0.13235138,0.023626827,-0.1990685,0.073646486,-0.18307784,-0.11457962,0.10681815,0.035796177,-0.13882312,-0.12058763,0.14861268,-0.21371669,-0.05577244
conf_345,-0.11660174,-0.09863569,0.1329406,0.09628757,0.17223547,-0.06852838,0.18372993,0.019395266,-0.17550227,0.043909937,0.09112847,0.0881699,-0.18019387,0.20013212,-0.19516063,0.13450009,-0.03548136,-0.21337363,-0.073362485,0.06591034,-0.02016697,-0.2313415,0.1471201,-0.14730547,0.16255577,0.14644434,-0.20477955,-0.15775052,-0.07231189,0.048571385,-0.022991214,-0.13252567,-0.18734677,0.18374321,-0.17297317,0.01748073,-0.11313991,-0.050054874,-0.122086644,0.08123724,-0.0531061,-0.046835214,-0.01913665,-0.025842512,-0.025926927,-0.14221424,-0.035339944,0.121689096,0.2983995,0.13325658,0.17088604,0.13043335,-0.13949652,-0.16629891,-0.10600807,0.17828335,0.17058724,0.15636605,0.04936747,0.09041277,-0.09107438,-0.19578846,-0.031130372,-0.2045339,0.21051437,-0.10537467,0.14039636,0.12800816,-0.14692117,0.07435704,-0.16506287,-0.034644075,-0.086861625,-0.12271415,0.15435871,0.17311661,-0.16130607,0.12441309,0.08129804,0.069205575,0.10533817,0.16821553,-0.1721308,0.09793032,0.056965385,0.18387668,-0.07591962,-0.044885837,0.099645875,-0.16598886,0.13023262,-0.15529382,-0.14583562,0.016837072,0.11641966,-0.120383725,-0.094065756,0.011474271,-0.08584394,-0.11626144
conf_346,-0.106601104,-0.16049892,0.12401142,-0.012078271,0.12274433,-0.0212582,0.20426854,0.20601426,-0.19603506,0.034931224,0.07480838,0.23483938,-0.10685196,0.13740674,-0.27805322,0.21117955,-0.12655291,0.12818277,-0.17749004,0.17592719,-0.16664727,-0.16434006,0.24211064,-0.1217153,0.140394,0.24168913,-0.26201543,-0.20197627,-0.09791802,0.1262739,0.055812836,-0.22367433,0.10440347,0.14623086,-0.12469688,-0.15570325,-0.15730149,-0.2793667,-0.18902698,0.1177788,-0.20776139,-0.18576357,-0.24814156,-0.2229632,-0.21213777,-0.19349864,-0.027761295,0.17994814,0.16034286,0.17365973,0.28991148,0.13613826,-0.14690728,-0.2220233,-0.21710803,0.22729272,0.2090559,0.19620644,-0.16937879,0.21730067,-0.25175852,-0.23583111,-0.17614342,-0.07652341,0.189644,-0.1596423,0.19772558,0.1652211,-0.18690923,0.2221684,-0.23463795,0.068608716,-0.17285335,-0.23276386,0.12951787,-0.053659193,-0.13089587,0.22732675,0.024316473,0.22175077,0.21273099,0.00075812516,-0.194335,0.17433245,0.2532018,0.18173447,-0.22516868,-0.12051345,-0.0204688,-0.2734441,0.27476493,-0.10944089,-0.17906184,0.06884701,0.2154167,-0.117896646,-0.29849893,0.20327306,-0.25399813,-0.08286795
conf_347,-0.20532453,-0.13502853,0.19351399,-0.06483177,0.22829436,0.14242928,0.13430178,0.2143248,-0.17012551,-0.038773205,0.2694107,0.15575962,-0.17365567,0.27296644,-0.15822889,0.14733209,-0.055248696,-0.11935199,-0.2677047,0.027222568,-0.068698116,-0.26968688,0.25655714,-0.22484252,0.2923357,0.21191844,-0.1957961,-0.13475284,-0.15693684,0.114314534,0.09967419,-0.24411881,-0.090327546,0.17657417,-0.156667,-0.18344839,-0.07640924,-0.09539585,-0.22968921,0.16162731,-0.095217206,-0.25115716,-0.082879655,-0.07164176,-0.1750239,-0.17364895,-0.06602195,0.11108752,0.2153894,0.25766942,0.14839955,0.11096448,-0.22287469,-0.1193043,-0.121705,0.07564716,0.23407198,0.13196799,-0.14818452,0.23045081,-0.23965867,-0.20144933,-0.14576533,-0.13785185,0.21042877,-0.17856039,0.2276961,0.2175382,-0.04798219,0.14395864,-0.08652689,-0.14423496,-0.00019037326,-0.042728085,0.2405314,0.16958217,-0.14521076,0.13035004,0.17860523,0.17091858,0.14416306,-0.0076464717,-0.30726096,0.19237797,0.1841403,0.12176611,-0.1818315,-0.08605161,-0.13148278,-0.18207106,0.051723108,-0.12624544,-0.18246646,0.23709552,0.12946731,-0.16534032,-0.14719637,0.015125416,-0.17388158,-0.11487624
conf_348,-0.18757355,-0.2668724,0.12278754,0.06771855,0.111738555,0.13413312,0.15451773,0.26430795,-0.13462652,-0.14747868,0.18721771,0.111980446,-0.19158465,0.19907832,-0.25579572,0.19522305,-0.017726142,0.07734296,-0.2948581,0.08098186,-0.0046627684,-0.16670111,0.13783589,-0.18647932,0.13598321,0.20698905,-0.19124788,-0.15876552,-0.22374728,0.15921685,0.10555247,-0.19768353,0.12636559,0.1576273,-0.097226754,-0.28616685,-0.12501615,-0.18570793,-0.22520712,0.11430103,-0.18534143,-0.22505346,-0.26574248,-0.16413401,-0.18577123,-0.05289682,-0.2095872,0.23458812,0.20272867,0.13658395,0.27594608,0.101516806,-0.22107945,-0.21974084,-0.15482086,0.23457542,0.27820575,0.15795867,-0.220299,0.2442468,-0.2650162,-0.16991979,-0.16936123,-0.06729672,0.26030824,-0.15580948,0.18434948,0.20845886,-0.13573016,0.24674278,-0.19593933,0.23284028,-0.11833272,-0.13049492,0.21139601,-0.22274354,-0.2105934,0.18867633,0.09464013,0.19356933,0.19631349,-0.023991477,-0.05167544,0.2606156,0.22636521,0.121654905,-0.21072355,-0.012487492,-0.17990616,-0.22873308,0.24244758,-0.1338278,-0.124341525,0.13566767,0.13895106,-0.24250375,-0.23003292,0.15244137,-0.21605094,-0.02086877
conf_349,-0.20626602,-0.1066861,0.16665001,-0.07764527,0.14284462,0.1543998,0.21660586,0.16045843,-0.11254049,-0.092756175,0.25745592,0.13498129,-0.20749986,0.25835386,-0.18548498,0.11860971,-0.02357059,-0.060418762,-0.116998054,0.20597838,0.02723857,-0.24560155,0.25675675,-0.22610152,0.12694255,0.19936149,-0.17434162,-0.08365517,-0.160386,0.06177103,0.071592085,-0.21080843,0.05798553,0.16002604,-0.22915863,-0.15977873,-0.17689934,-0.28644186,-0.17729579,0.19795594,-0.18433382,-0.15842772,-0.14158773,0.032399293,-0.14809947,-0.084260166,-0.17496406,0.08420694,0.24705185,0.11322481,0.093245625,0.15559961,-0.187486,-0.14988221,-0.18472098,0.16549872,0.21089573,0.121763915,-0.04654538,0.08429589,-0.1489907,-0.19631283,-0.1867404,-0.095244385,0.22624478,-0.122723736,0.15813816,0.17738073,0.083070956,0.17971154,-0.22259122,-0.23786384,-0.013500661,-0.03732181,0.21301524,0.08859375,-0.20615818,0.15815184,0.28911808,0.14355196,0.17504181,-0.054477207,-0.13875677,0.24652965,0.16106437,0.056277443,-0.10242199,-0.21405767,-0.08507731,-0.128573,0.009821337,-0.12395324,-0.25202355,0.24473923,0.17063798,-0.12302422,-0.15619262,0.07345026,-0.16672584,-0.2530179
conf_350,-0.1545176,-0.25882325,0.14630401,-0.05243725,0.1765391,0.17202367,0.17626196,0.18444577,-0.123072475,-0.11215654,0.076508395,0.21979904,-0.1748411,0.2756024,-0.15474139,0.11784142,-0.0067435233,0.04561467,-0.26495907,0.0070934445,-0.04768725,-0.1645898,0.14096422,-0.12598448,0.25787437,0.2446428,-0.24070923,-0.17610814,-0.13250901,0.101736255,0.08766162,-0.14115632,0.19449292,0.07425258,-0.18226673,-0.22697729,-0.16550492,-0.19637915,-0.28262824,0.17952867,-0.15847987,-0.21326637,-0.21560349,-0.18565062,-0.27589932,-0.1891565,-0.19284745,0.16929393,0.15766962,0.20750266,0.13032275,0.1254974,-0.046461593,-0.23588385,-0.16900392,0.16675673,0.18695208,0.17589046,-0.14252679,0.15855148,-0.1810559,-0.20302357,-0.20481642,-0.11835787,0.21045505,-0.12502345,0.18809402,0.14618732,-0.21873643,0.16996022,-0.24042809,0.10303843,-0.10696919,-0.10100636,0.12857875,-0.0070363833,-0.1947029,0.17966667,0.16218382,0.17387044,0.20837577,-0.030937333,-0.12862967,0.22717269,0.1131196,0.10245384,-0.22868715,-0.16108204,-0.25569287,-0.21963227,0.14366613,-0.09718042,-0.14716494,0.10285814,0.107613005,-0.21851519,-0.27957752,0.119776644,-0.24481173,-0.17351633
conf_351,-0.083281435,-0.091031335,0.16098352,0.15023859,0.146547,0.042376284,0.1259083,0.1572182,-0.052254513,-0.018424327,0.027201338,0.19318147,-0.22079952,0.032369047,-0.13489166,0.15546268,0.121639274,-0.18011005,-0.1804713,0.006575779,0.017911807,-0.20878373,0.0763438,-0.13110396,0.21666802,0.13595006,-0.19619343,-0.18036437,-0.11301835,-0.05828262,0.109885015,-0.15571342,-0.19407298,0.20718044,-0.118616655,-0.07413754,-0.20673367,-0.12169715,-0.16530421,0.072565004,-0.105246834,-0.09448465,-0.07793096,-0.09329541,-0.11994183,-0.120329775,-0.20273367,0.05860574,0.2226974,0.12612979,0.21156721,0.13195021,-0.29365286,-0.18006746,-0.057408478,0.16225207,0.1640709,0.094586365,-0.02581189,0.13331842,-0.12783061,-0.15976337,-0.035601724,-0.1892576,0.12386762,-0.20993882,0.14149049,0.2346619,0.12046859,0.08764021,-0.092489205,-0.13128005,-0.1363475,-0.13932253,0.20443214,0.24825108,-0.17972083,0.18804672,0.16809705,0.056224756,0.06283584,0.046387542,-0.15282457,0.10016754,0.10733651,0.19882338,-0.0779412,-0.10582175,-0.08000846,-0.084646694,0.1884223,-0.045592476,-0.14193927,0.19248766,0.031701613,-0.10770489,-0.07418493,0.015466364,0.0076884474,-0.02622164
conf_352,-0.18891917,-0.07899613,0.07274225,0.06286958,0.19755147,0.21070275,0.18487608,0.22039704,-0.15013607,-0.07596003,0.116862714,0.2574278,-0.112927824,0.11425898,-0.18429825,0.17073777,-0.04985539,0.056219704,-0.11280845,0.009794036,0.015777128,-0.25533736,0.17136316,-0.17717175,0.19355161,0.121045105,-0.22667892,-0.14880939,-0.13542438,0.11194727,-0.13250393,-0.16621423,0.12955648,0.18803026,-0.100501806,-0.17561848,-0.19856268,-0.18341579,-0.12325759,0.10653276,-0.20264755,-0.16757886,-0.16313505,-0.28768182,-0.18538341,-0.09513307,-0.2084802,0.14904337,0.17477474,0.23353635,0.18079403,0.18725343,-0.08351382,-0.15587156,-0.17054145,0.18717548,0.21159698,0.20111014,-0.24127127,0.22444724,-0.18765996,-0.1777013,-0.1190429,-0.21742178,0.27216724,-0.1705927,0.20684281,0.21359222,-0.06484993,0.221227,-0.17807479,0.061370797,-0.09029992,-0.13967647,0.1174825,-0.028920846,-0.22251303,0.19964594,0.07956094,0.23733589,0.20045152,-0.031045312,-0.065916695,0.26352096,0.15490274,0.12568003,-0.13049781,-0.030706536,-0.14798631,-0.1672895,0.22653228,-0.14457163,-0.20984878,0.1252948,0.2006961,-0.13406144,-0.12004885,0.16042551,-0.22232226,-0.18242113
conf_353,-0.14785439,-0.07497152,0.08428508,-0.047987856,0.17184322,0.043323223,0.08591741,0.17871428,-0.17072713,-0.05751306,0.08742064,0.13733077,-0.13627873,0.20524077,-0.122459166,0.21256296,0.047054037,-0.21002965,-0.14044014,0.045025796,0.028559249,-0.17943992,0.06207319,-0.102528475,0.16243511,0.16374011,-0.18548283,-0.16024852,-0.13446811,0.016322128,0.057465527,-0.09370396,-0.05283531,0.1847528,-0.27101985,-0.1471115,-0.122487314,-0.09868833,-0.1331808,0.07799698,-0.03040951,-0.15487282,-0.11720619,-0.048810795,-0.17072973,-0.03885078,-0.12143112,0.10891031,0.19810928,0.04971383,0.108331725,0.08379187,-0.19974086,-0.049499243,-0.20689799,0.12782839,0.18146327,0.095617816,0.047851223,0.00021980277,-0.15928935,-0.18739036,0.020956066,-0.15407439,0.22414203,-0.023492854,0.18355301,0.19193032,0.008515433,0.09861308,-0.0825076,-0.24451068,0.042702347,-0.05745825,0.17031701,0.278185,-0.1398916,0.06383449,0.22359122,0.09251243,0.05832962,0.013032522,-0.27446857,0.1748941,0.115129,0.11022327,-0.086617075,-0.13514033,0.045228515,-0.14712416,0.16553664,-0.18780495,-0.17578651,0.22495389,0.039847266,-0.11175668,-0.088624164,0.0763944,-0.092229456,0.027791122
