conf,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99,c_100,c_101,c_102,c_103,c_104,c_105,c_106,c_107,c_108,c_109,c_110,c_111,c_112,c_113,c_114,c_115,c_116,c_117,c_118,c_119,c_120,c_121,c_122,c_123,c_124,c_125,c_126,c_127,c_128,c_129,c_130,c_131,c_132,c_133,c_134,c_135,c_136,c_137,c_138,c_139,c_140,c_141,c_142,c_143,c_144,c_145,c_146,c_147,c_148,c_149,c_150,c_151,c_152,c_153,c_154,c_155,c_156,c_157,c_158,c_159,c_160,c_161,c_162,c_163,c_164,c_165,c_166,c_167,c_168,c_169,c_170,c_171,c_172,c_173,c_174,c_175,c_176,c_177,c_178,c_179,c_180,c_181,c_182,c_183,c_184,c_185,c_186,c_187,c_188,c_189,c_190,c_191,c_192,c_193,c_194,c_195,c_196,c_197,c_198,c_199
conf_511,-0.023796631,0.13201116,0.007667668,0.25703472,-0.15338907,-0.14262997,0.103972845,0.087233774,0.28103557,-0.036247265,0.07159299,0.043172784,-0.30912653,-0.033655893,0.28646222,0.06365686,0.111925155,-0.037478212,0.12939957,-0.065637186,-0.07922166,-0.13974041,0.24324863,-0.22454335,-0.18164556,0.10738893,-0.14409028,0.043111175,0.30546924,0.14251272,-0.093613744,0.22734618,0.090768576,0.0894466,0.2180389,-0.1315647,-0.096740305,0.11713336,0.20594843,-0.07516309,0.07131952,-0.361701,-0.22336486,0.18287039,0.038188178,0.25036022,0.1184615,-0.16215287,0.07349318,-0.25138876,-0.23926377,-0.18599309,0.110492766,-0.18433972,0.12936322,-0.12792176,-0.16806895,-0.19627938,-0.17987554,0.07868867,0.09002535,-0.14603372,-0.117208436,-0.093246,0.034961097,0.18329819,-0.17512307,0.23074053,0.1566677,-0.15370774,-0.123093866,0.0884205,0.12040211,-0.009542719,-0.21780431,0.17974688,0.018678937,0.1522606,-0.05139387,0.06891937,0.5147357,0.12132022,0.1120452,-0.16376644,0.05442027,-0.12891966,-0.09818902,0.3569676,-0.11102118,0.19300136,-0.10614784,0.25952572,0.17765415,-0.22517371,0.4089807,-0.11272007,0.007546447,-0.12639378,0.0030767752,-0.060654942,0.0672111,-0.056758776,-0.29697263,-0.06576177,-0.15676798,0.1196739,0.19001757,-0.20102334,0.42006838,-0.09934095,0.2807945,-0.11043402,0.039572634,0.2052897,-0.11019422,-0.21742125,0.016462518,-0.23702067,0.068233825,0.22573806,-0.2481148,0.078235865,0.16111735,0.13353837,-0.07762679,-0.1733615,-0.16788708,-0.18845043,-0.04556687,-0.119650096,0.14483665,0.036803704,0.11873837,-0.118213065,-0.22408615,0.079438925,0.093196675,0.18134587,0.16698074,-0.08057912,-0.2056451,-0.100860536,-0.03169002,0.124533944,0.18277892,-0.2830093,-0.0803435,0.019893385,-0.1838527,0.13963927,-0.28714046,0.081370205,0.18566519,-0.14887361,0.103581056,0.20138796,0.03933469,-0.13162321,0.12845632,-0.058365613,-0.01663652,-0.14326113,-0.17039396,0.099729404,-0.1129697,0.17550449,-0.23247704,0.21492313,-0.122562245,-0.057057478,-0.31817648,-0.22247423,0.057476465,-0.1369807,-0.04256899,0.08937813,-0.19589067,0.14901698,-0.15810026,-0.25546303,0.16782756,-0.036859423,-0.07557114,0.17180185,0.20548038,-0.13590898,-0.1562118,0.15886031,-0.12740211,-0.002726388,-0.06152132,-0.13349907,0.04312254,-0.04857198,0.035922676,-0.12607299,0.11334026,0.12848847,-0.022951612,0.0625301
conf_512,-0.37293965,0.2487514,-0.21723503,-0.05118664,0.08020312,-0.13818367,0.11878498,0.0923069,0.09902034,-0.007105583,0.14910924,0.1575349,-0.047613338,-0.1636888,-0.22847356,0.1943231,0.13884056,-0.12018606,0.13814367,-0.10166885,-0.13297984,-0.11476921,0.22727697,-0.16099928,-0.19401091,0.20052484,-0.010278125,0.21202226,0.044137567,0.1623204,-0.016249323,-0.22340557,0.100655764,0.1544152,0.073254205,0.26975834,-0.013475268,0.11088466,0.07484305,-0.008897176,-0.026362695,0.021839503,-0.08776808,0.02971062,-0.18495111,0.20222771,0.1943011,-0.1870373,0.15967387,0.041573692,-0.2265303,-0.17313388,-0.11889246,0.22266221,0.19573827,-0.21102665,-0.24346244,-0.15963556,-0.11861448,-0.060788997,0.17304394,-0.23288842,-0.22582167,-0.083768256,0.1297861,0.101650655,-0.0016559997,0.05247547,0.13734522,0.026438806,-0.13938624,-0.15903227,0.063283324,0.09661596,-0.1724694,0.101669766,0.10827167,0.10012547,0.034237962,0.139826,0.14773609,0.053177368,0.025015565,-0.07819841,-0.16643809,0.14478861,-0.12731524,0.33394712,-0.11716619,0.041755456,-0.051486168,0.013568748,0.23499288,-0.10308361,-0.15224117,-0.061265223,0.071048886,-0.03370989,0.04441032,-0.027647633,0.14137854,-0.07269282,-0.10065633,-0.080610774,-0.11998148,0.108923145,-0.15422764,-0.18073082,0.0078035784,0.45483613,-0.06773434,-0.16183558,-0.11663496,0.20753375,-0.17745796,-0.08395755,0.18571942,-0.08745537,-0.057450883,0.018786851,0.25890374,0.07456131,0.04242079,0.0016063389,-0.06262302,0.03390836,0.010293846,-0.06355909,0.12886782,-0.094520144,-0.09940554,0.022848088,0.06911146,-0.38390255,0.05448346,0.16793637,0.071208514,0.033521514,0.12820885,-0.37713665,-0.054335352,-0.17342378,-0.027526114,0.011547113,0.18603918,-0.12857533,-0.15161848,0.044167634,-0.19307713,0.23014131,-0.18829012,-0.0147623345,0.08274652,0.11630674,0.047807056,-0.043839116,-0.071200974,-0.10130097,0.11446366,-0.436262,-0.0302867,-0.14247619,-0.081129864,0.0067214067,-0.1544599,-0.09808092,0.20821597,-0.214838,-0.14905596,-0.039202858,-0.09739281,-0.0456569,0.14536136,-0.088462025,-0.16452964,0.2441346,-0.08752366,-0.08436747,-0.23668842,-0.14768633,-0.005726647,-0.10728577,-0.25336576,0.1992367,0.045605462,-0.09622728,-0.028579636,0.1524644,-0.22958638,-0.29102325,0.22181748,-0.051824767,-0.11025896,-0.07401973,0.19390115,-0.15219381,-0.13911164,0.044023946,-0.18760677,0.12685129
conf_513,-0.0014962377,0.040091354,0.06972649,0.112542205,-0.21540962,-0.07985737,0.18254322,0.121409364,0.31808892,0.008811815,0.017883107,0.1125895,-0.09426297,0.24164942,-0.27392173,-0.07390186,0.16126478,-0.1375509,0.10097591,-0.06810695,-0.092929415,-0.062269945,0.18474765,-0.030033307,0.4555238,0.2684558,-0.14172222,-0.10115191,0.1448955,0.16373855,-0.1581671,0.16120848,-0.007088046,0.13601485,0.14884102,-0.2546192,-0.1340841,0.17602931,0.3120561,-0.17349319,-0.19476615,-0.2637044,-0.26015118,0.20340498,-0.17052506,0.07510499,0.025368348,-0.19898985,0.14096557,0.026218431,-0.036036626,-0.08336357,0.1470932,-0.37165806,0.044398513,-0.10489501,-0.25280973,-0.06557749,-0.12373963,0.11744532,0.076923035,-0.1443885,-0.09831586,-0.22167404,0.120439366,0.16097195,-0.22114986,0.26161632,0.16870067,-0.3569428,-0.087970115,0.17265993,0.2485572,-0.1525307,-0.27035776,0.22397272,-0.17575052,0.09269168,-0.047950782,0.14054483,0.26083854,0.17482871,0.19796994,-0.2425153,-0.10231036,-0.03211846,-0.037588824,0.18012938,0.11794187,0.13291763,-0.09858445,0.14747778,0.17240813,-0.12442922,0.17017218,0.013561992,-0.1632241,0.042679004,0.13227528,0.058764093,0.09056018,0.0016392772,-0.27638388,-0.117201775,-0.009610491,0.19935228,0.0144853275,-0.2256701,0.39190802,0.10966241,0.28421956,-0.082629204,0.04484994,0.15798178,-0.15928802,-0.17376477,-0.23158197,-0.1882214,0.19888382,0.15604785,-0.21582583,0.1710111,-0.029705727,0.046577778,-0.114131965,-0.12395315,-0.4275158,-0.16226202,0.11713333,-0.17421581,0.09576523,-0.0015815496,0.032022927,-0.066991225,-0.29374593,-0.010324421,0.014595739,0.2100769,0.185112,-0.11491933,-0.15654838,-0.14339401,-0.06563694,-0.016794039,0.11735702,-0.27792233,-0.12473912,-0.15416396,-0.2126654,-0.11789134,-0.12095781,-0.25814223,0.24610862,-0.08428052,0.123241864,0.26263016,-0.10712105,-0.14233348,0.006740024,0.2370515,0.0027908492,-0.16917038,-0.15611415,0.13543299,-0.15126891,0.21436045,-0.28376213,0.13018475,-0.10559396,-0.15909676,-0.13558394,-0.07768883,0.09887345,-0.19729862,-0.014624459,0.019582137,-0.08294808,0.25817224,0.12981091,-0.0004639747,0.22568335,-0.074779086,0.037147913,0.16665545,0.040141582,-0.07982811,-0.009817291,0.14277685,-0.19925717,-0.11398437,0.048016198,0.075395,-0.080441274,-0.23850392,0.18990116,-0.107602075,0.069046766,0.1481739,-0.13536158,0.14756666
conf_514,-0.17403308,0.11734653,-0.25526133,-0.23871882,0.16546975,-0.15580565,0.21321175,0.21924987,0.26137453,-0.1114927,0.14380282,0.20823477,-0.13430692,-0.08685623,0.19088481,0.17924024,0.14923947,-0.0636946,0.13147742,-0.18247747,-0.08939937,-0.12915066,0.25779504,-0.05605904,-0.01579495,0.19123776,-0.06441101,0.084545396,0.035562478,0.13116805,-0.20252013,-0.027857997,0.1875271,0.13416319,0.14064087,0.02356346,-0.117150135,0.10073413,0.073037796,-0.095226415,-0.23877974,0.26600412,-0.17218362,0.05939396,-0.06285715,0.083660565,0.032377347,-0.117699504,0.15026009,0.36558777,0.0008466808,-0.14620674,-0.2206559,0.37325624,0.15678914,-0.09473237,-0.22510281,-0.10699131,-0.0990331,0.24888614,0.034779057,-0.12990288,-0.17097358,-0.057180125,0.16621624,0.13179511,-0.12685886,0.08671605,0.2026496,0.3551371,-0.17541869,-0.30238086,0.093758225,0.03352908,-0.15034403,0.12605049,0.12416687,0.29543567,-0.15742892,0.17130573,-0.29628822,0.12871623,0.16088234,-0.06813682,-0.0565251,0.22760484,-0.1825363,0.043421213,-0.1529726,0.11942526,-0.11622278,0.12465779,0.18871677,-0.16900656,-0.0367391,-0.12552224,0.04151721,-0.23073782,0.06576496,-0.2100628,0.17524676,0.026696155,-0.04487501,-0.19582775,-0.25667807,0.19289164,-0.03813008,0.11470903,-0.15663962,0.1870128,-0.06550535,-0.22431578,0.11264084,0.12880395,-0.20159397,-0.2194496,0.08594777,-0.25478336,-0.20513275,0.06771785,0.26992527,-0.14151987,-0.16672325,-0.030969836,-0.06279381,-0.0004589453,0.1422956,-0.033076808,0.1498192,-0.2423867,0.08054562,0.18770531,0.14414254,0.10813097,0.27060333,0.23832919,-0.16923839,0.08113893,0.0891088,-0.032003168,0.103780806,-0.19788554,-0.18843018,-0.094173685,0.2233322,-0.11351041,-0.06683294,0.11124493,-0.14787535,-0.04945757,-0.23409244,-0.1491025,0.14815462,-0.08125474,0.023459498,-0.072004646,0.085205324,-0.14531116,0.16029927,-0.018926732,0.16938424,-0.102923,-0.14552508,0.1750269,-0.112810336,-0.18477559,0.22787388,-0.30212733,-0.20134732,-0.19039358,-0.018565238,-0.13372763,0.22454847,-0.07582036,-0.17909145,0.22684887,-0.054238196,0.11547132,-0.27108073,-0.22810039,-0.0060823266,-0.014231029,-0.2395053,0.1746448,0.16838801,-0.17173035,0.21058355,0.114466995,-0.17715098,-0.18065499,0.07069267,0.13604559,-0.030234752,0.04368887,0.1365955,-0.16830565,-0.12757714,-0.0062784324,-0.14570391,0.15676926
conf_515,-0.16463362,0.045626376,0.031707015,0.19672821,-0.16584077,0.02223268,0.08644321,0.08465431,0.22712725,-0.09881963,0.09815035,0.06627273,-0.19643523,0.17051676,-0.16675453,-0.10570573,0.15063658,-0.051128037,0.10409197,-0.107698694,-0.13664216,-0.084018,0.15535398,-0.21145749,0.27139258,0.028854571,-0.21458258,-0.08621632,0.29908398,0.14445315,-0.10042465,0.15885398,0.05083951,0.12709185,0.23526841,-0.19392891,-0.21213943,0.14180754,0.33802086,-0.25462717,-0.03450848,-0.35074648,-0.26268578,0.13056168,-0.04396286,0.16696973,0.11824063,-0.103726104,0.15410928,-0.10922116,-0.056536883,-0.17146948,0.37642267,-0.12694654,0.110696405,-0.054280415,-0.037600406,-0.08055654,-0.29756576,0.13234466,-0.0100996625,-0.16754581,-0.2087553,-0.12526327,0.16849045,0.09317849,-0.21344031,0.27759796,0.13731351,-0.13254155,-0.25137335,-0.067048274,-0.19528495,0.06719179,-0.2155509,0.1593115,-0.017830256,0.11842585,-0.11687931,0.14914258,0.12852877,0.113575704,-0.0030353859,-0.124190785,-0.16139492,0.12408314,-0.018589046,-0.07442909,0.01840406,0.14256494,-0.08268977,0.37964916,0.16997203,0.011595009,0.09584342,-0.055825945,-0.022926494,-0.11113317,0.07643401,0.022647066,0.047338832,-0.17475273,-0.13471475,-0.14083919,-0.09762135,0.10725324,0.21019277,-0.19647998,0.41369906,0.0031753571,0.3222582,-0.093634,-0.022102095,0.06645643,-0.2121309,-0.09917766,-0.12045158,-0.13754784,-0.037700735,0.17688254,0.12788518,0.32059827,-0.07655674,-0.19332653,-0.21320038,-0.1321745,-0.36664727,-0.16262539,-0.12453073,-0.077421956,0.3151214,0.1313246,0.10570095,-0.1689542,0.022155745,0.12710406,0.009036048,0.13545683,0.116720945,-0.08586924,-0.28767073,-0.10118125,-0.15387239,-0.13775735,0.20315103,-0.2104058,-0.1527984,-0.12569267,-0.24322711,0.1201266,-0.2110776,-0.0085473815,0.1721067,-0.24312162,0.04546531,0.0014186343,0.17911398,-0.255023,0.11234019,0.048389267,0.28915107,-0.118314914,-0.113487884,0.132499,-0.1350814,0.1305992,-0.37769967,0.15583523,-0.19909288,-0.15676984,-0.2715091,-0.15003784,0.20252912,-0.2604893,-0.025001783,-0.013675699,-0.29851067,0.14330716,-0.09185373,-0.1105183,0.3203832,-0.0024879004,-0.01673571,0.22234614,0.013386998,-0.1411965,-0.08220015,0.15671709,-0.1279791,0.016947672,-0.016503412,-0.3960925,0.10116228,-0.14017116,0.12832807,-0.084386624,-0.030010892,0.11839178,-0.13826945,0.18529162
conf_516,-0.18969592,0.10455543,-0.26122862,-0.2037066,-0.05928194,-0.14031306,0.21332048,0.21324262,0.2283293,-0.013461664,0.100055546,0.029599007,-0.13834266,-0.08187923,-0.024390737,0.0883131,0.14922206,-0.12214729,0.15354396,-0.17296301,-0.063276894,-0.1405565,0.2402654,-0.0032578676,-0.2687394,0.3770633,-0.20618206,0.17481062,0.14031114,0.18198267,-0.123729356,0.020726413,0.15418553,0.15994902,0.10942456,0.16574937,-0.097487524,0.13107736,0.12808003,-0.19301343,0.06387022,-0.10745219,-0.14591552,0.07022411,-0.14036302,0.19420858,0.13601992,0.011154863,0.18556188,0.41742477,-0.14775737,-0.14957768,-0.105484135,-0.07226902,0.24283029,-0.11020468,-0.18664348,-0.08612279,-0.048941772,0.05716926,0.26102567,-0.13305499,-0.14330754,-0.20117073,0.11741119,0.1509276,-0.23581876,0.022725748,0.104565695,0.33141857,-0.10586224,0.04832254,0.03039031,0.13238567,-0.17885922,0.18317899,-0.03518426,0.06655188,-0.021042047,0.2158512,-0.11564771,0.06205185,0.099675104,-0.02880392,-0.111722134,0.10659098,-0.11165882,0.30603918,-0.09014531,0.13431111,-0.13252415,0.04495684,0.09658513,-0.08083298,0.14896783,0.041478693,-0.08452314,-0.17904262,0.1928911,-0.035467293,0.028713677,-0.018361311,-0.049882945,-0.11608579,-0.1863084,0.07589608,-0.053657755,-0.067488305,-0.052364387,0.37154105,0.1327949,-0.183679,-0.037180968,0.092865184,-0.22249871,-0.1746455,0.03692335,-0.17650455,0.0040231496,0.028296389,0.24958013,0.05206224,0.20324945,0.055257916,-0.20546713,-0.07837035,-0.06124347,-0.09757369,0.17198761,-0.15733182,0.3598755,0.09727273,-0.15011936,-0.22666077,0.21461524,0.12136927,-0.22545895,0.21851271,0.19078213,0.012147934,0.18582036,-0.117670074,-0.053597305,-0.14422187,0.16494827,-0.23176137,-0.14000359,-0.13371769,-0.11799315,0.04603829,-0.16531417,-0.27806848,0.1273109,-0.12138642,0.06653678,0.10605684,-0.14012015,-0.25670463,0.15531178,-0.21187417,0.038912628,-0.15404478,-0.16457878,0.20303157,-0.07959017,-0.0066293166,0.035572525,-0.20076416,-0.21489893,-0.13599208,-0.0024015324,-0.1872451,0.22168568,-0.1687724,-0.093144625,-0.0057575684,-0.18003824,0.16651194,-0.10157653,0.008297179,0.008521869,0.16821992,-0.08670988,0.14133929,0.21961488,-0.08889465,0.18182138,0.21409783,-0.13021034,-0.16814351,0.2269102,0.282241,-0.18151072,0.03283714,0.24565697,-0.13272499,-0.1477612,-0.01593742,-0.11983728,0.07316787
conf_517,-0.1872581,0.047448818,0.0024203411,0.23165342,-0.17172842,-0.09310086,0.06819404,0.06542438,0.3368632,0.034523766,-0.011337998,0.22855264,-0.14655943,0.17447793,-0.27414733,0.079296835,0.1393604,0.023378652,0.16857882,-0.13035032,-0.053501587,-0.14315917,0.11690231,-0.13754135,0.26021498,0.1280621,-0.24944031,0.0018709594,0.2584328,0.18409866,-0.12176343,0.04270301,-0.12775397,0.11937432,0.1566629,-0.13578977,-0.07203934,0.11379873,0.036803424,-0.28876585,0.11673307,0.02183552,-0.2465232,0.20799968,-0.14572133,0.12713163,0.09277942,-0.16976592,0.20273408,-0.4276666,0.25114334,-0.14607534,0.2727842,0.07711095,0.072642095,-0.17242204,-0.1480785,-0.076094344,-0.1851344,0.24124381,0.12387794,-0.22542994,-0.07512723,-0.0925803,0.028434332,0.10133606,-0.17979367,0.23758763,0.13875186,-0.30208942,-0.031178752,0.12861143,0.10938499,0.039111428,-0.11931428,0.18631409,0.19236743,0.14818197,-0.01010138,0.09423708,0.3236803,0.2391787,0.14648104,-0.1869029,-0.123490155,0.10111371,-0.07543732,0.009881943,-0.15828453,0.17365745,-0.050148405,0.23081508,0.063163616,-0.093882,0.2047971,-0.13519073,-0.14713073,-0.011458122,0.18465994,-0.00980612,0.008540374,-0.29258713,-0.31236988,-0.09847471,-0.07156512,0.12869556,0.2821175,-0.24065271,0.38564393,0.06355641,0.41049737,-0.16391985,-0.22533552,0.13659866,-0.23157762,-0.19338004,0.14063749,-0.08733022,0.20522717,0.204685,-0.26746458,0.29565585,0.1817177,-0.05715068,-0.1995028,-0.2184649,-0.26704833,-0.10743871,-0.007980065,-0.15595888,0.12925465,0.19519255,0.35862127,0.29175287,-0.048693307,0.017295254,0.17019087,0.22016896,0.13280576,-0.09536996,-0.16490439,-0.12355983,-0.12893778,-0.020396542,0.08844775,-0.22800218,-0.15060012,-0.1480029,-0.10947878,0.15422289,-0.24887495,-0.04445763,0.22009625,-0.10553242,0.14557551,0.009554675,0.18792358,-0.21819589,0.1023672,0.30808398,0.1073114,-0.1377279,-0.19416998,0.05772788,-0.19266099,0.14702512,-0.2074538,0.21307708,0.08203105,-0.18170175,-0.0008515563,-0.15358013,0.049618684,-0.17899315,-0.08212785,0.008751391,-0.09445651,0.21687414,-0.15454178,-0.077914976,0.1894358,0.020631664,0.13478412,0.14693648,0.08722328,-0.07507929,-0.21389863,0.05097691,-0.20689535,-0.12529275,-0.09488314,-0.16473198,-0.0850975,-0.33390343,0.09211576,-0.06853103,-0.07270557,0.10920813,-0.053947367,0.13784057
conf_518,-0.07575449,0.039211683,-0.25145206,-0.043077234,-0.03397068,-0.16137594,0.12936369,-0.025582422,0.11592695,-0.12921593,0.10662791,0.0043271473,-0.14264475,0.24123146,-0.15968582,0.18341798,0.17248054,-0.20571606,0.10665117,-0.1837307,-0.23024042,-0.21341924,0.14005041,-0.18089882,-0.053789936,0.09595002,0.05473234,0.13996936,0.12395469,0.23835562,-0.14209642,0.043936264,-0.009281694,0.07636216,0.011675132,0.0024776561,-0.21113455,0.18157263,0.065000355,-0.18599272,-0.013197978,-0.088446364,-0.17539293,0.06599487,-0.2895896,0.13970771,0.19944848,-0.14960529,0.09126528,0.22213385,0.021827491,-0.15347448,-0.16013132,0.24915138,0.19165319,-0.07810152,-0.023813846,-0.113648206,-0.22188011,0.15814498,0.26525885,-0.11832345,-0.28071508,-0.19690475,0.08869961,0.032748044,-0.14995474,0.043257717,0.15373923,0.1813224,-0.24065763,-0.18498449,-0.14695,0.21587914,-0.187638,0.13236892,0.19273336,0.12602969,-0.11138523,0.2231211,-0.01615774,0.103215635,0.1199052,-0.07015726,-0.1904577,0.039928194,-0.08314413,0.030029938,0.037843034,0.14428818,-0.16416703,0.057223078,0.052628927,-0.0103442,-0.042589627,0.0077302903,-0.24135244,-0.12806153,0.055697933,-0.1626722,0.07429696,-0.23402454,-0.037999406,-0.24127437,-0.095472656,0.09846388,0.024061581,-0.21050917,0.08043679,0.035257928,0.14733765,-0.09829742,-0.20243855,0.18110001,-0.19490616,-0.091951534,0.008801626,-0.10344244,-0.0050498242,0.14301644,0.007539584,0.013846576,0.12066767,-0.16165191,-0.18890682,-0.056711596,0.08168192,-0.11703325,0.18393697,-0.12947135,0.15033527,0.10714174,0.13106231,-0.24198124,0.22398828,0.16008289,-0.15529564,0.08394328,0.17399624,0.0554425,-0.18791384,-0.10559126,-0.16621278,-0.35522243,0.16458763,-0.12761748,-0.13854794,-0.12523384,-0.18698277,-0.02725111,-0.08614285,0.03261482,0.042253923,-0.1154225,0.04240123,0.05844546,0.11534749,-0.17986433,0.06006817,-0.15089272,-0.05984046,-0.12708181,-0.16839732,-0.03532114,-0.11129243,-0.18522334,0.10333516,-0.21103734,-0.017464988,-0.12636161,0.044809837,-0.09332668,0.2510242,-0.18576317,-0.0067117484,0.1694695,-0.3563308,0.20787992,-0.09063146,-0.1900824,0.11347705,0.03972697,-0.18256238,0.1761165,0.15230906,-0.12444718,0.08181376,0.2111634,-0.1945593,-0.0695638,0.109467335,0.17858109,-0.08122289,-0.1938065,0.15042005,-0.13973624,-0.13531889,0.0473546,-0.17321064,0.08853488
conf_519,-0.188173,0.10127534,-0.050530653,0.029358625,-0.31565118,-0.075134404,0.23552763,0.024985587,0.24643283,-0.14696334,0.098833285,0.22083272,-0.10380239,0.102823615,-0.15144481,0.2834423,0.157854,0.13597599,0.14370826,-0.17049818,0.007988981,-0.18218137,0.15537833,-0.109466456,0.011696535,-0.21259241,-0.17930323,0.09617826,0.15072308,0.11394574,-0.15823461,0.04994869,-0.0024651482,0.13483939,0.12329273,-2.1102227e-05,-0.024464449,0.1631269,0.077137426,-0.21387807,0.11562017,0.19999446,-0.15970498,0.18229339,-0.1393858,0.16806929,0.15669967,-0.12192261,0.11646286,-0.054900847,-0.16482587,-0.09159818,0.48158252,0.36446783,0.10995016,-0.020216279,-0.07324825,-0.15185826,-0.02866159,0.14628144,0.07831262,-0.048025593,0.06308016,-0.14925875,0.12463074,0.01864308,-0.16070594,0.12882766,0.21697843,-0.058943346,-0.09340496,0.10990487,-0.10889483,-0.109276086,-0.18843886,0.10468299,0.24550681,0.08081479,-0.09986552,0.13587467,0.41896003,0.07628419,0.20818834,-0.16212499,-0.13925204,0.10860022,-0.21204446,-0.08482416,0.0032618868,0.14283425,-0.13237247,0.24334061,0.13359308,0.038347155,0.12168044,-0.16420065,-0.14578456,0.022647861,0.13491216,0.018285643,0.06904501,-0.22195126,-0.16769795,-0.22188182,-0.051716294,0.11440849,0.19977355,-0.09152314,0.34890726,0.102303036,0.21606897,-0.24136949,-0.13906133,0.11864869,-0.09398249,-0.015280113,-0.0025278905,-0.22341128,0.0859202,0.13259031,-0.2640057,0.04059265,0.065264605,-0.27290115,-0.068317406,-0.24497962,-0.22797354,-0.2812315,0.08746697,-0.0425915,-0.039552405,0.044828784,0.08822991,-0.025750984,0.021527462,0.034973927,0.20603983,-0.13102274,0.05000507,0.14040174,-0.41910556,-0.104538105,-0.20399295,0.005963384,0.08493802,-0.19962795,-0.18278319,0.04464064,-0.23661238,0.208129,-0.12335271,-0.049380485,0.19984317,-0.0488998,-0.07953479,-0.07951371,0.052108765,-0.11215535,0.117636256,-0.06447498,0.25389445,-0.16397017,-0.09763532,0.10101863,-0.15107599,0.1201791,-0.10248797,0.088777535,0.06922429,-0.09273287,0.10152926,-0.22822772,0.18910311,-0.10539221,-0.20197707,0.1690561,0.006076578,0.11470332,-0.22905184,-0.24703342,0.20325693,0.18100291,-0.16485278,0.12253102,0.0967012,-0.15012522,-0.04614712,0.17712305,-0.1574042,-0.08515316,-0.050824426,0.0557179,0.28210825,-0.31013757,0.08538494,-0.22366606,-0.08650416,0.21191369,-0.05788832,0.20006572
conf_520,-0.045054715,0.13252513,-0.11615959,0.0755342,-0.19826119,0.032341264,0.14844044,0.12905042,0.22539324,-0.057278477,0.13987125,0.07849311,-0.16559097,0.0790759,-0.030954707,0.16956525,0.16595253,0.096996404,0.21297912,-0.13347502,-0.21993962,-0.1993936,0.13864683,-0.04852721,-0.16089728,0.06858521,-0.01711966,0.049975988,0.17476341,0.088478364,-0.067310475,0.030438058,0.06369734,0.13964854,0.08707297,0.10025104,-0.16355292,0.14654803,-0.10280181,-0.14276679,-0.0017441572,0.025948964,-0.16069347,0.18501535,-0.20711802,0.18203777,0.10436554,-0.15016663,0.16431503,0.11076243,0.102231,-0.21689717,0.017145742,0.16022591,0.10868496,-0.22517905,-0.12842812,-0.17473514,-0.31574312,0.074876495,0.01661175,-0.12410944,-0.19941819,-0.12277971,0.10587046,0.14370477,-0.26707852,0.12928838,0.12347059,0.15401514,-0.14294389,0.040859137,0.09081438,0.12471308,-0.27256736,0.10576239,0.122612335,0.18428954,-0.11376179,0.18555002,-0.059374824,0.24982066,0.045621786,-0.05794967,-0.03100718,-0.017748682,-0.08394162,0.05667824,-0.23322785,-0.025251823,-0.02562078,0.120681934,0.07857479,0.04314534,-0.056852035,0.017961228,-0.14881845,-0.04498415,-0.19343418,-0.08674587,0.1397147,-0.15022652,-0.1518303,-0.15782699,-0.2315277,0.09413029,0.0413476,-0.11755172,0.15834284,0.044165242,0.0844109,-0.13128535,-0.036596388,0.080386356,-0.2260235,-0.08931597,-0.111446865,-0.22287285,-0.103502974,0.069022045,-0.28194278,-0.16083366,0.22163887,-0.083225965,-0.2235223,-0.038986206,-0.42628825,-0.09837481,0.0789341,-0.07029756,0.17311844,0.14240378,-0.09350769,-0.044760633,0.17153949,0.22942789,0.07160064,0.06263104,0.12543198,-0.11050227,0.16520691,-0.15856394,-0.06922444,0.009009019,0.15373586,-0.14163744,-0.1929333,-0.092174925,-0.20302078,0.12544726,-0.18449369,-0.24318159,0.08260808,-0.016387999,0.1547865,0.04952972,0.078442514,-0.19585535,0.01193902,-0.06904839,0.12486794,-0.11686149,-0.09205748,0.006150975,-0.20421743,-0.19338787,-0.056860648,-0.23404175,-0.11986272,-0.092229314,0.10888111,-0.105869986,0.20743057,-0.17818098,-0.09646623,0.23111112,-0.12393059,0.08100251,-0.15010741,-0.10101195,0.1560109,-0.03184822,-0.22060774,0.24640635,0.06172106,-0.117315456,0.2197459,0.13691047,-0.17050135,-0.20811395,0.14760421,0.29798147,0.27703214,-0.1981643,0.22702315,-0.116056025,-0.07021654,0.024117032,-0.061381485,0.06281035
