problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99
f9_i1,0.0693627,-0.37918335,0.27959853,-0.24563766,-0.21875021,0.19665898,-0.1515444,-0.1566687,0.06043186,-0.13058628,0.1902141,-0.36285263,0.24780582,-0.25675046,0.2726781,-0.32408968,-0.18791948,0.20568581,-0.120830916,0.08606652,-0.077433586,-0.43067244,-0.1947926,0.30894738,-0.21375407,-0.014603997,0.256099,0.18376957,0.10671201,-0.020787023,0.11861498,-0.27468112,0.27286625,0.19170164,0.24607229,0.14648749,0.0010314529,0.13728039,0.12905702,-0.18630652,-0.21860845,0.02818085,0.20825705,-0.29799545,0.28954327,0.30792364,0.36995834,0.1566859,-0.2583183,0.3530754,-0.29325184,0.099274084,0.1819421,0.21652,0.28868085,0.28860262,-0.31425443,-0.08370393,-0.11756364,-0.025663882,0.30570725,0.19406237,-0.27322474,-0.1335655,-0.3110064,-0.083531454,-0.30834535,0.27009344,-0.33176643,0.108003475,0.26126248,-0.030919818,-0.12044436,-0.19284096,-0.109992355,0.47937423,0.18031298,-0.13667125,-0.14477286,0.37851998,0.0012360271,-0.009738656,-0.26873663,-0.18561919,0.07664764,-0.19043854,-0.29320246,-0.13017543,-0.2609589,-0.64859194,-0.22907509,0.14871752,0.061593045,0.037823465,0.06943308,-0.25447965,-0.26305073,0.30176693,0.18705943,0.2514411
f9_i2,0.20236552,-0.21455106,0.3281475,-0.21584547,-0.335856,0.093530044,-0.15024422,-0.15016474,0.04880056,-0.28301236,0.23900524,-0.13564791,0.08457503,-0.26867747,0.21662582,-0.18024985,-0.26902258,0.18634316,-0.23245639,0.14915319,-0.22351314,-0.35592243,-0.35003114,0.18466811,-0.18511362,0.30242667,0.35164195,0.22417524,0.2214523,0.25557327,0.14964166,-0.23382595,-0.25910097,0.24219444,0.19225411,0.3053126,-0.36990687,-0.19835632,0.121027976,-0.2772848,-0.057272054,0.3743122,0.34139034,-0.006599037,0.1306034,0.2761818,0.2547907,0.19313674,-0.2740916,0.2720885,-0.21931109,0.21708262,0.1433117,0.29553467,0.24141918,0.19091457,-0.21644083,-0.19437447,-0.25076646,-0.26536986,0.10477296,0.20158373,-0.274364,-0.11335832,-0.30792877,-0.30519575,-0.11027451,0.46132058,-0.24867065,0.34172344,0.09059157,0.26506597,0.080696195,-0.07480305,-0.19813783,0.17889537,0.1153752,-0.14838466,-0.19543071,0.039312284,-0.29557288,-0.010472166,-0.10006321,-0.16011243,0.15214105,-0.18854593,-0.1649816,0.13861826,-0.12531322,-0.09607679,-0.19481218,0.14042306,0.24811146,0.16731493,0.22123608,-0.11762352,-0.31592888,0.30749965,0.17741762,0.26900232
f9_i3,0.12843648,-0.11966505,-0.21169628,-0.25038835,-0.18801531,0.188033,-0.20407507,-0.26041013,0.32672992,-0.2314672,0.12752986,-0.19065288,0.33939576,-0.22949445,0.27939016,-0.08648909,-0.2480293,0.2181639,0.12208894,0.030905535,-0.22548673,-0.09688287,0.18414609,0.32618994,-0.2585229,0.26829997,0.46028748,0.20973341,0.10498595,0.21958946,0.14462532,-0.09175759,0.22771928,0.22752625,0.0057422933,0.021459643,0.14179854,-0.057310287,0.20423552,-0.35208634,-0.20717083,0.19016674,0.19913605,-0.021047747,0.28038868,0.025370343,0.21693464,0.30236396,-0.102143966,0.20564042,-0.07589003,0.09371381,0.30713466,0.2961328,0.2507119,0.35385853,-0.25412837,-0.23818573,-0.14895427,0.0015760045,-0.0041105985,0.29416963,0.00850126,-0.2508599,-0.22356914,-0.527258,-0.21172434,-0.075251974,-0.22921233,0.15678099,0.1097407,0.31797597,0.43921334,0.25864896,-0.15785773,0.27801302,0.27868286,-0.19183019,-0.26657814,0.113413595,-0.10520133,-0.3954857,-0.305697,-0.15320443,0.32455808,-0.18809685,-0.23102362,0.27860138,-0.11645602,-0.5701618,-0.11004333,-0.04558276,0.21969073,0.017402029,0.22329581,-0.3081152,-0.27727485,0.10318925,0.47548515,0.13346073
f9_i4,0.13133597,-0.13325492,0.40771198,-0.23277234,-0.27141812,-0.087045655,-0.22892722,-0.08068722,0.2353385,-0.1629361,0.34096906,-0.23245072,0.27383977,-0.10941469,0.23728015,-0.12967505,-0.21855436,0.15376852,0.36240238,0.20943338,-0.1871554,-0.22636881,-0.23908815,0.19138324,-0.09151149,0.19045581,0.10323099,0.26273093,0.19141662,0.12239426,0.1393189,-0.07618182,0.117490254,0.055397976,0.3919105,0.027393477,0.7341257,-0.053648755,0.12952362,-0.02795056,-0.16940658,0.3175956,0.185175,-0.05642269,0.11781436,0.28129283,0.245233,-0.021458149,-0.21168782,0.37094408,-0.30221337,0.18169606,0.14779124,0.18980157,0.19462565,0.39925352,-0.19033556,-0.2692587,-0.048473362,-0.024752961,0.11694648,0.12984504,-0.14872974,-0.31705204,-0.2744841,-0.31008142,-0.29456356,0.6319548,-0.35942382,0.26873225,-0.01783721,0.0916655,0.30893317,-0.13217932,-0.27844656,0.40615642,0.2906739,-0.19569774,-0.15917782,0.12684989,-0.46556902,-0.2839811,0.112164915,-0.21961033,-0.05889161,-0.25746408,-0.24808425,0.10601252,-0.26464388,-0.7535679,-0.2946397,0.1487707,0.26235718,0.32607633,0.24639389,-0.24034117,-0.17637844,0.15100402,0.099732555,-0.17264013
f9_i5,0.064994946,-0.2546595,-0.19325684,-0.15306674,-0.3663628,0.26982614,-0.16163346,-0.11432557,0.19316259,-0.41656613,0.30405486,-0.07254628,0.15634464,-0.12806714,0.16049819,-0.24130069,-0.17636584,0.28628287,0.030383648,-0.025563855,-0.18275224,-0.2558978,-0.07153991,0.20297493,-0.261817,-0.0982274,0.23556082,0.10827306,0.2705485,0.1706333,0.25960568,-0.50243026,0.029649267,0.22632836,0.20851243,0.32184872,0.3792842,0.05616665,0.08020446,-0.038518578,-0.003853633,0.4719721,0.30257997,-0.14632486,0.2604344,0.27318835,0.23438959,0.2304166,-0.0963193,0.10424125,-0.21899912,0.11012292,-0.19654197,0.41095597,0.04984356,0.095249295,-0.17871088,-0.296525,-0.15970482,-0.6946291,0.12036016,0.30618027,-0.23425104,-0.24285917,-0.27850926,-0.32730246,-0.2986692,0.38066956,-0.3494862,0.4196379,0.25904226,0.09464117,0.3666701,-0.26604125,-0.1908339,0.17493159,0.15929438,-0.19190615,-0.11152402,0.36172077,-0.17725882,0.121980935,0.17986852,-0.22578305,0.1237236,-0.2813425,0.009748004,0.26221773,-0.2526716,-0.010027145,-0.2181981,0.07332697,0.36597073,0.42310086,0.27638212,-0.15403004,-0.17797585,0.19639939,0.5253762,0.3047721
f10_i1,0.19958444,-0.12454979,0.053862393,-0.13974881,-0.16991903,0.27625006,-0.24791522,-0.15506572,0.29893565,-0.19240749,0.117173135,-0.18150377,0.3818754,-0.18203141,0.23998113,-0.2578664,-0.17571305,0.2429915,-0.31467283,0.07239248,-0.3291951,-0.057622135,-0.046120618,0.13530523,-0.24599425,0.2571189,0.23631248,0.059552796,0.24253301,0.048043106,0.39520508,-0.36380327,-0.35560936,0.42180058,0.19130678,0.19040747,-0.18594491,-0.22823864,0.304194,-0.19253626,-0.21642214,-0.0039228196,0.3110543,-0.15095617,0.17630263,-0.0023361705,0.3438904,0.1053968,-0.3965578,0.22789715,-0.1996747,0.15054083,0.13400239,0.077463835,0.37378672,0.16784121,-0.22492507,-0.16967826,-0.27446142,-0.029943367,0.17033754,0.16876371,-0.17113443,-0.1889047,-0.15730281,-0.14736974,-0.2920531,-0.13648738,-0.1588494,0.20079719,-0.17677492,0.42290902,0.45210797,-0.37558582,-0.22071636,0.119062744,0.19984557,-0.27311838,-0.2372939,0.4184759,0.4452587,-0.23723234,-0.1478182,-0.12915194,0.18354905,-0.19368084,-0.06803147,0.008344292,-0.17077172,0.02552134,-0.28215855,0.42778885,0.09848505,0.24385272,0.19382128,-0.17274958,-0.28936988,0.16607879,0.14610377,0.23321249
f10_i2,0.21612705,-0.33246687,0.35102472,-0.20416945,-0.23804069,0.20199725,-0.22222224,-0.20803821,0.14308433,-0.2141462,0.28524226,-0.32693493,0.10266775,-0.26540202,0.21533474,-0.18072878,-0.1896621,0.32622656,-0.41189075,0.1158872,-0.267893,0.029948995,-0.14246917,0.2980711,-0.3085061,0.3657389,0.122594796,0.2125943,0.09547464,0.32691905,0.017000461,-0.5039564,-0.21998957,-0.21116124,0.2257636,0.06153176,0.09962279,0.19356473,0.21554928,-0.1557567,-0.15143915,0.36312112,0.19211681,-0.24949884,0.08926979,0.038378462,-0.056389146,-0.059689417,-0.40740246,0.37896612,-0.20585188,0.07198071,-0.023950458,0.19781765,0.27764356,0.23806532,-0.26931036,-0.24724288,-0.15581195,0.04689466,0.029378619,0.20545879,-0.092266254,-0.45559838,-0.33026135,-0.25135925,-0.26406378,-0.016820926,0.046518978,0.30684558,-0.02570656,0.50458705,0.4130454,0.009909525,-0.26387697,0.2532221,0.24676102,-0.16280866,-0.19611265,0.15612985,-0.39754322,0.088003546,-0.4649761,-0.22381335,-0.022437703,-0.24155194,-0.23717971,0.53879106,-0.24172212,-0.5853617,-0.2369561,0.20106071,0.26477256,0.21314032,0.26488805,-0.23890251,-0.26229668,0.20133665,-0.106434725,-0.027692921
f10_i3,0.22032745,-0.25199485,0.09440329,-0.17806649,-0.17821312,0.17501323,-0.29869595,-0.03815038,0.004098997,-0.16365086,0.27911833,-0.32967114,0.09027018,-0.17944996,0.18791556,-0.15874171,-0.2240455,0.15105978,0.47288284,0.2134497,-0.25432217,-0.21428268,-0.3911778,0.14748214,-0.21537834,0.3040908,0.09979934,0.098746926,-0.043116964,0.20615743,0.23014669,-0.14830118,0.42927486,0.24328834,0.36275345,0.02924422,-0.3972861,-0.4404744,0.17218868,-0.08339789,-0.12403592,0.24415897,0.15394768,-0.17576823,0.2896414,0.3617642,0.31375197,0.13651915,-0.25663355,0.4320601,-0.35079327,0.2044134,0.21835247,0.086912036,0.39064237,0.20419464,-0.20171796,-0.23530346,-0.050884593,-0.01797972,0.033706844,0.28437492,-0.13384452,0.028279407,-0.14652357,-0.30653635,-0.21179894,0.19148378,-0.069392785,0.05976792,-0.04383048,0.11797908,-0.0083394265,-0.33935496,-0.08435894,0.2601234,0.26284763,-0.2013404,-0.2469812,0.21753171,-0.08537241,-0.2695449,-0.35129663,-0.1386949,-0.15102068,-0.1734441,-0.06824122,0.25530908,-0.22129957,-0.54894733,-0.34813032,0.17872818,0.25952542,0.3007517,0.17743549,-0.14840059,-0.19577087,0.22114055,0.18886891,0.06856711
f10_i4,0.27503124,-0.22942682,0.54516315,-0.11840823,-0.11909836,0.039416183,-0.1379994,-0.17250207,0.21917853,-0.21503831,0.36062548,-0.27699018,0.16856183,-0.20125292,0.14784929,-0.18059427,-0.16351803,0.19856377,-0.34541324,0.37452245,-0.26696295,0.018592667,-0.42842624,0.23121862,-0.20173113,0.18572281,0.21430795,0.172886,0.26877108,0.34580612,0.34595594,-0.16489264,0.39029637,0.15649079,0.19285774,0.08587344,-0.5977581,-0.49571905,0.2624696,0.06282704,-0.16093032,0.13654245,0.14994457,-0.039826334,0.090423554,0.033682775,0.28650844,0.19017155,-0.042806193,0.13381423,-0.28039727,-0.03972689,0.052210312,0.2917286,0.19905116,0.20090468,-0.25682122,-0.28302726,-0.19316204,0.5118987,0.1748992,0.20221491,-0.1811053,0.1502838,-0.20371303,-0.24164519,-0.23957644,-0.070855685,-0.32908842,0.08361051,0.24322651,0.16299446,0.19462289,-0.3257782,-0.18131755,0.2976078,0.2844464,-0.18589202,-0.21361822,0.032562837,-0.3404987,-0.24026428,-0.32661292,-0.19004951,-0.067009754,-0.14911257,-0.061429907,-0.21306093,-0.25957006,-0.19622673,-0.20692937,0.3448791,-0.14051996,0.26550823,0.082166225,-0.29416028,-0.16311198,0.06668501,0.4968509,0.07806776
f10_i5,0.251253,-0.34395382,0.03890397,-0.25060597,-0.1712685,0.22905411,-0.14315154,-0.23291962,0.2685639,-0.24982987,0.2058832,-0.2021072,0.22341266,-0.3804484,0.17735672,-0.23990442,-0.366499,0.30058172,-0.076929815,-0.055164378,-0.30927086,-0.20390357,-0.07952688,0.2803884,-0.36301413,0.03993484,-0.1840976,0.13619143,0.221705,0.086300395,0.28228948,-0.3022691,-0.24597454,0.27575156,0.32853198,0.13003606,0.045462523,-0.23821586,0.29702684,-0.16171233,-0.29629788,0.29374525,0.21895169,-0.26116922,0.1255458,0.22619054,0.22661896,0.26567176,-0.20146944,-0.037350293,-0.15253645,0.0439801,-0.13966666,0.26432684,0.27234438,0.0010316129,-0.21466863,-0.2388879,-0.19139935,-0.21035779,0.06891936,0.1406074,-0.23328702,0.07267493,-0.2967484,-0.2894118,-0.07998337,0.2587546,-0.36245078,0.24864382,0.17971411,0.23722346,0.14124924,-0.33966306,-0.3083932,0.3604894,0.23615472,-0.30865616,-0.25683874,0.46801177,0.0057630027,-0.2712721,-0.25279313,-0.2627402,0.1672603,-0.20680575,-0.30041113,0.14619847,-0.2620333,0.34076542,0.05404268,0.30729932,0.26098222,0.28157634,0.27561575,-0.35695475,-0.08480489,0.31179693,0.19172691,0.4321838
f11_i1,0.29066864,-0.20674919,-0.003598484,-0.2043819,-0.2566432,0.037675366,-0.29192993,-0.1872892,0.29705575,-0.2047703,0.3589637,-0.17976812,0.0034500773,-0.23134153,0.2904551,-0.2587996,-0.08224686,0.24615961,-0.25150153,-0.050526373,-0.20796533,-0.3508435,-0.2764227,0.08897872,-0.29835933,0.13462876,0.3373358,0.16185127,0.19233508,0.06634951,0.1782663,-0.11859648,-0.51373005,-0.0068222373,0.31750846,0.06998686,-0.1788465,-0.33773255,0.048014298,-0.18359008,-0.26898304,0.2390821,0.29934892,-0.097036816,0.17743391,0.02932745,0.23324326,0.28510827,-0.18159296,0.078373514,-0.24440594,0.20728925,0.22153856,0.40687978,0.16906151,0.41366845,-0.31702134,-0.0648567,-0.25245404,0.023506206,0.0013889282,0.2112502,-0.37227675,-0.12527205,-0.26667818,-0.06647282,-0.32226175,0.027519401,-0.26785082,0.36320487,0.20508821,0.24271934,0.43832278,-0.35128418,-0.13263321,0.31786072,0.253335,-0.24753782,-0.12085323,0.1659388,-0.22672738,-0.16771092,-0.12165438,-0.21749623,0.30661777,-0.3250753,-0.10561856,0.18292546,-0.15146424,-0.39777344,-0.19206762,0.16779582,0.12825243,-0.05634101,0.34364703,-0.31719872,-0.43071437,0.35097402,0.29488173,0.16539624
f11_i2,0.28986463,-0.19439855,-0.09338244,-0.30405796,-0.34790698,0.1505829,-0.20760177,-0.16877866,0.1092926,-0.296024,0.12882769,-0.30205244,0.18320681,-0.25377735,0.17057382,-0.32162413,-0.25052515,0.17788309,0.16935909,0.06010577,-0.26909873,-0.27030596,0.16285856,0.29952404,-0.2740821,0.010087693,0.42505142,0.15331338,0.29196972,0.23718011,0.43649048,-0.25571275,-0.45268396,0.29260546,0.24155621,-0.0049897213,0.012006461,-0.33613887,0.05683147,-0.2665891,-0.25395676,0.1336645,0.23973976,-0.2055637,0.25478807,-0.110846035,0.14041755,0.41933247,-0.26816383,0.14675425,-0.15799993,0.12138094,0.44436014,0.08994248,0.222771,0.4616881,-0.40860265,-0.2866696,-0.16785051,-0.06624846,0.08849664,0.3553758,-0.18809137,0.57612306,-0.2603166,-0.38915217,-0.14988413,0.41260093,-0.3230298,0.15065213,0.14376236,0.28665313,0.19070393,-0.24411066,-0.1596798,0.10207487,0.117508456,0.008264806,-0.16525657,0.36984685,-0.10448853,-0.26563838,-0.14330108,-0.22140117,0.071076535,-0.27855432,-0.069573484,-0.07750878,-0.21991631,-0.11969487,-0.18902834,0.15356918,-0.055127468,-0.43210477,0.21596107,-0.23647217,-0.40760002,0.26649177,0.4883624,0.1810651
f11_i3,0.19316962,-0.2693021,-0.2634916,-0.31123134,-0.2010505,0.1613839,-0.30252254,-0.22240143,0.20078836,-0.22129096,0.17475784,-0.17713149,0.20565753,-0.1977259,0.3204461,-0.30147472,-0.20166019,0.16247602,-0.018656876,-0.026991086,-0.20243783,-0.15166831,-0.5550396,0.052477654,-0.21877901,0.093303345,0.3210397,0.23516007,0.36743128,0.004158555,-0.011410677,-0.15249169,-0.31649765,0.1299718,0.3213946,0.061400015,-0.0904492,-0.34652597,0.271341,-0.097035274,-0.2935042,0.1325504,0.30186602,-0.07319052,0.33129263,0.15542197,0.101153925,0.4187445,-0.25650504,0.36372146,-0.26474604,0.30646917,0.34656116,0.33375317,0.1887864,0.27785844,-0.1841787,-0.20610808,-0.14237604,-0.57545096,0.017671354,0.40130073,-0.12490766,-0.021220353,-0.18006739,-0.17719251,-0.3885072,0.064880416,-0.24108991,0.23871815,0.031218078,0.3214267,0.42470142,-0.3200916,-0.13539003,0.16671146,0.21545589,-0.24361758,-0.12837744,0.18199243,-0.19765152,-0.208081,-0.27782825,-0.24658592,0.16658919,-0.20030805,-0.22439843,0.29725435,-0.30120412,-0.26717013,-0.21686998,0.28562075,0.15558285,0.0770838,0.12811555,-0.23140377,-0.43366283,0.29144868,0.25821304,0.061905563
f11_i4,0.073060066,-0.3307077,0.37989953,-0.17440914,-0.3066426,0.027789345,-0.32057273,-0.3107373,0.13809957,-0.05351584,0.24084882,-0.18149044,0.3552501,-0.20757864,0.16891631,-0.33143726,-0.112042494,0.32251748,0.16781946,0.18529786,-0.19495791,-0.29866654,0.27745268,0.35321933,-0.3188434,0.17792743,0.2439244,0.26289982,0.16181533,0.19882955,0.20517378,-0.1404052,-0.040227234,0.37936407,0.288079,0.29220292,0.1324955,-0.565067,0.25853297,-0.18119705,-0.014731924,0.369831,0.31859806,-0.30396736,0.18276204,0.17486417,0.22926614,0.46245992,-0.20454732,0.50324833,-0.23982495,0.2027296,0.14799121,0.13634604,0.22425334,0.09896489,-0.33100495,-0.12206725,-0.113683105,-0.6150554,0.15585607,0.2915985,-0.26554716,0.34243256,-0.21536365,-0.08431765,-0.16077115,-0.21284074,-0.3822908,0.06938911,0.18539006,0.051464543,0.076478034,-0.28501943,-0.12394811,0.35030833,0.12697232,-0.2027308,-0.2097384,0.1772836,0.2405013,-0.46754408,-0.030959273,-0.21262875,0.25007746,-0.23580995,-0.1970225,0.044283126,-0.23693615,0.09904153,-0.20729563,0.0390862,-0.23689824,0.1555239,0.21057753,-0.123849265,-0.46062285,0.15842976,0.24287258,0.07954312
f11_i5,0.22935258,-0.11678957,-0.039092265,-0.2774974,-0.27364656,0.25777006,-0.19186182,-0.12719534,0.31617066,-0.15519102,0.2147603,-0.14398111,0.19700998,-0.10397366,0.22556831,-0.18471274,-0.31227663,0.26499635,-0.5988651,0.29293033,-0.2567306,-0.0017085357,-0.19531326,0.16484688,-0.24293484,-0.08947038,0.3192328,0.15381432,0.2807125,-0.009652125,0.5371826,-0.23597957,-0.19731525,0.13455877,0.42723033,0.08778916,-0.38699347,-0.23062325,0.28129297,-0.29801682,-0.34334648,0.29689258,0.2564226,-0.032727126,0.25417358,0.2750094,0.29173478,0.31644934,-0.20343602,0.023859447,-0.25534362,0.13297072,0.4005747,0.2047161,0.12944013,0.26639736,-0.16745648,-0.17664893,-0.15668972,-0.36120927,0.1657032,0.29130748,-0.20342146,-0.36729175,-0.24386778,-0.16686429,-0.23212574,-0.4331452,-0.18723415,0.25028452,0.098286435,0.4789604,0.17047988,-0.28557914,-0.1900727,0.24343805,0.12705332,-0.15968744,-0.3297269,0.337664,0.61725825,-0.19380344,0.0633733,-0.16191694,0.09290982,-0.30768946,0.01083011,0.29897302,-0.1464316,0.19397938,-0.20123781,0.09646215,0.09515836,-0.35802868,0.07052051,-0.05537793,-0.08601391,0.21162075,0.31306648,0.24352916
f12_i1,0.22954533,-0.30853483,-0.26020736,-0.23736148,-0.14988466,0.33615407,-0.36103532,-0.2767486,0.20247525,-0.03486792,0.30601013,-0.20511447,0.27705765,-0.22056808,0.29831505,-0.12913488,-0.1666253,0.1593637,0.20821713,0.31308925,-0.24493603,-0.3337172,-0.013665777,0.31711674,-0.14116363,0.10204744,0.31626463,0.17710806,0.2228825,0.23805676,0.08316325,-0.24829873,-0.18991843,-0.07868937,0.07359798,0.08363935,0.015900817,-0.059467144,0.09934273,-0.22608007,-0.1867777,0.005773663,0.19397575,-0.1597639,0.20336688,0.33584616,0.21810788,0.30500755,-0.06652276,0.12941451,-0.23549709,0.20940328,0.058321815,0.12667984,0.19725741,0.0351358,-0.22541088,-0.10987692,-0.15993133,-0.4197607,0.3427352,0.31829304,-0.20147522,-0.29180714,-0.35597625,-0.44081986,-0.13577291,-0.025783945,-0.20005722,0.016699892,0.2398218,0.058709256,0.4091043,-0.21397233,-0.27730435,0.16404437,0.22130123,-0.20425345,-0.27417186,0.2600673,-0.40269396,-0.4360721,0.18548487,-0.23295695,0.3948704,-0.141244,-0.1959786,0.43887192,-0.33957604,0.1721937,-0.04845229,0.45376158,0.22757728,0.45847416,0.17535809,-0.24490257,-0.30001125,0.00058936613,0.27379295,0.32659766
f12_i2,0.21404436,-0.09025662,0.13526891,-0.12048001,-0.21167257,0.2327778,-0.14574572,-0.09242895,0.18979876,-0.26530015,0.3752324,-0.32070324,0.42577043,-0.22208531,0.13500713,-0.2676836,-0.074902736,0.098148055,-0.21220891,-0.07717408,-0.20821764,-0.15627702,-0.06770852,0.18763119,-0.2569594,-0.4269083,0.23698474,0.04347448,0.3735646,0.31001198,-0.16171362,-0.36797842,-0.05992975,0.2686988,0.19819026,0.3225465,-0.25901204,0.23780212,0.4706989,-0.19887194,-0.27407384,0.091906615,0.26610917,-0.35877645,0.18684198,0.03706203,0.042240728,0.02917746,-0.17717782,-0.109585494,-0.20135635,0.29030183,0.011722308,0.41122857,0.34521574,-0.051943514,-0.35776624,-0.18764833,-0.30718568,0.3909866,0.15010487,0.18569466,0.06849011,-0.2247195,-0.14127493,-0.05467815,-0.43908286,-0.07278606,-3.2451237e-05,0.15213637,0.15005176,0.3487621,0.10099899,-0.2539204,-0.16129766,0.4060154,0.30721146,-0.28782094,-0.19434822,0.115932174,-0.43678656,-0.24038364,-0.23236832,-0.21013995,0.20477688,-0.19922787,-0.1422737,0.53955066,-0.15156983,0.03262891,-0.14453578,0.3097288,0.25255024,0.17847721,0.12407602,-0.2990008,-0.25094458,0.24150379,0.2070702,0.33513853
f12_i3,0.32693303,-0.16617395,0.5062688,-0.19826686,-0.1239623,0.028811852,-0.3753611,-0.10366761,0.042125437,-0.37944445,0.078776084,-0.08164003,0.33480594,-0.23361118,0.2327033,-0.2689885,-0.20522462,0.09956621,0.42560312,0.08313021,-0.14973126,-0.3965811,0.2410052,0.16354288,-0.1659423,-0.039531622,0.25487095,0.1443549,0.15470976,0.27061617,0.39664087,0.08549148,0.04059103,-0.20545502,0.2407882,0.29529476,0.17482391,-0.412433,0.06610935,-0.21794781,-0.09448856,0.3614255,0.18833111,-0.2807921,0.2040179,0.20197266,0.1190499,0.12050537,-0.15776023,-0.1899258,-0.20023265,0.17708547,-0.0678327,0.39430293,0.1762504,0.21758774,-0.23168361,-0.29387495,-0.23597176,-0.012754536,0.407067,0.45754674,-0.12957378,-0.18991111,-0.16269925,-0.4582873,-0.2180674,0.40518737,-0.2980716,0.17736906,0.18328856,0.08322232,0.21232188,-0.32132632,-0.24243829,-0.038602192,0.17533773,-0.28858927,-0.10736383,0.011895997,0.1315003,-0.37030774,-0.14855999,-0.24364358,0.41682673,-0.18178438,-0.35866493,0.021841725,-0.23098749,0.22280243,-0.28960815,0.17832236,0.45601884,0.41370484,0.1878106,-0.37623566,-0.26183507,0.2805552,0.30923098,0.27779505
f12_i4,0.36555296,-0.24288948,0.04291755,-0.15683748,-0.24274321,0.1746747,-0.11051614,-0.22660299,0.18410803,-0.24669123,0.17845696,-0.11403367,0.20493773,-0.14013682,0.29755396,-0.17459112,-0.28589824,0.16155182,-0.1678785,0.41761655,-0.263303,-0.12105911,0.21922502,0.08985847,-0.15925303,0.06477784,0.3457903,0.15434556,0.24521641,0.49975196,-0.061136972,-0.062472157,-0.2707836,0.15566328,0.20514795,0.23028119,0.11266792,-0.1912137,0.22504683,-0.36311513,-0.30749115,0.2973482,0.24722895,-0.14946859,0.23617968,-0.001823356,0.12288164,0.09089141,-0.24778074,0.16129287,-0.19815017,0.28225213,0.31557727,0.33366492,0.09109411,0.22083944,-0.332345,-0.21791653,-0.2426523,0.33320367,0.32290903,0.24269934,-0.2745973,-0.7369741,-0.19048882,-0.3298253,-0.059005503,-0.3281771,-0.14650251,0.0033176239,0.0085679935,0.27095285,0.36787355,-0.4068688,-0.17592585,0.23663387,0.109570146,-0.19679792,-0.09833082,-0.17667168,-0.68360263,-0.26604152,-0.07735563,-0.3065129,0.28970486,-0.23351724,-0.12767531,0.27477345,-0.20939496,-0.37954944,-0.14653634,0.0054529565,0.21769045,0.15624897,-0.00077082135,-0.18730539,-0.30574062,0.1275124,0.20939907,0.10629213
f12_i5,0.2629515,-0.14893503,-0.45442548,-0.25590748,-0.060571864,0.11086374,-0.10288309,-0.21643777,0.058362618,-0.25882447,0.20678514,-0.26587802,0.5579788,-0.13860078,0.16357908,-0.21323633,-0.2886919,0.1330129,0.2009381,0.05624363,-0.16294,-0.4802616,-0.054406036,0.25594252,-0.21350491,0.078544885,0.10189669,0.2778473,0.32080442,0.12350963,-0.04590469,-0.15098785,0.035235025,0.37229228,-0.0060538747,-0.015137591,0.3995418,-0.55763286,0.159518,-0.08632017,-0.34887922,0.09972858,0.3054959,-0.2777583,0.19564658,-0.088670366,-0.090963356,0.046370115,-0.3154058,0.06372593,-0.24599059,0.40743276,0.1719185,-0.07812712,0.22064906,0.2336543,-0.44530195,-0.26117915,-0.3124534,-0.344105,0.38587978,0.14704582,-0.080561765,-0.22264121,-0.15644127,-0.36638397,-0.3322355,-0.30475268,-0.11186519,0.2013472,0.23623775,0.021697465,0.23411232,-0.11704213,-0.19690011,0.034224488,0.27334538,-0.098852925,-0.23765847,-0.083449475,-0.4149094,-0.18108709,0.06831776,-0.22800158,0.3063813,-0.2538168,-0.28125957,-0.08083309,-0.2999455,0.32551217,-0.27673915,0.37373412,0.05774148,0.24524044,0.262147,-0.36752054,-0.11328335,0.12176982,0.07770674,0.268102
