problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,p_121,p_122,p_123,p_124,p_125,p_126,p_127,p_128,p_129,p_130,p_131,p_132,p_133,p_134,p_135,p_136,p_137,p_138,p_139,p_140,p_141,p_142,p_143,p_144,p_145,p_146,p_147,p_148,p_149,p_150,p_151,p_152,p_153,p_154,p_155,p_156,p_157,p_158,p_159,p_160,p_161,p_162,p_163,p_164,p_165,p_166,p_167,p_168,p_169,p_170,p_171,p_172,p_173,p_174,p_175,p_176,p_177,p_178,p_179,p_180,p_181,p_182,p_183,p_184,p_185,p_186,p_187,p_188,p_189,p_190,p_191,p_192,p_193,p_194,p_195,p_196,p_197,p_198,p_199
f18_i3,0.16928263,0.29655638,-0.17950884,-0.1000521,0.21867643,0.09368091,0.30405703,-0.29890028,0.31898302,-0.2820534,0.15483025,-0.24066086,-0.29757568,-0.040736645,0.024012366,-0.22427331,-0.17774433,0.25285643,-0.29373047,0.19765091,0.1516757,0.1552039,-0.13561583,-0.13885102,0.25151405,-0.025872264,-0.47076315,-0.026278784,-0.19419101,-0.17408963,-0.16960791,0.30732995,0.31067044,0.29911718,-0.08467728,-0.07199093,-0.035025883,-0.23584549,-0.085251436,-0.18948212,-0.12304878,-0.26447108,0.11105051,0.16433458,0.12523495,-0.21384823,0.15488955,-0.19055833,-0.22625019,0.35960737,0.0596637,0.11210466,-0.24946414,-0.20649308,-0.24461882,-0.15843153,-0.25938818,0.089629024,0.3382253,-0.17420882,0.26361004,0.2516456,0.21580887,0.17586263,-0.1262287,-0.22406167,0.1517154,0.36574897,-0.09117397,0.19518533,-0.18020429,-0.05725129,-0.11374694,0.22144602,0.17881607,-0.0759367,-0.022970958,-0.18194368,-0.21438965,-0.22933577,-0.06173411,-0.040420152,-0.20956315,0.14206019,-0.012581005,-0.21986125,0.27774143,-0.048996396,0.28488183,0.28952622,-0.08453768,-0.16233139,-0.0042941924,-0.15571012,0.46117732,0.23895422,-0.049249876,0.14673838,0.087580934,0.02563628,-0.40802926,-0.16754808,-0.18627447,-0.15684743,-0.14103237,-0.16440107,0.0072912886,-0.039796088,-0.043111123,-0.18979287,-0.1778542,0.23593776,-0.24321844,-0.54879236,-0.21223243,-0.028782783,-0.29944435,0.3504671,-0.19975284,-0.18967848,-0.4867865,0.2810044,-0.14419119,-0.16045833,0.07947213,-0.4339148,0.09595431,0.22860917,0.3104549,0.07146909,-0.216928,0.07080811,-0.061428443,0.054821324,-0.017158028,0.30814493,0.13259123,-0.23633397,-0.07978781,-0.43438068,-0.18519077,0.041285645,0.055558726,0.23120321,0.30708858,0.049864974,0.1774218,-0.14305806,0.16495347,-0.21992065,-0.1289861,0.2486996,0.17671256,-0.19334042,0.023914088,-0.23922372,0.25949788,0.0955794,-0.007281888,-0.07550292,0.14105955,0.07336481,-0.06721503,-0.12056604,0.17429362,0.020749064,0.09171676,-0.15557261,-0.18199891,0.0013896133,-0.08292762,0.14449917,0.2863935,0.14541166,0.32714248,-0.11223737,0.23400122,-0.06330307,0.10229969,-0.2120212,0.18534893,-0.07845781,0.11490479,-0.17222787,0.16880138,0.13353829,0.15212022,-0.16521241,0.09723988,-0.1467519,0.03332603,0.04601791,0.28271377,0.26452833,0.15768422,0.045167945,-0.23076874,-0.08794325,0.15134746,-0.19109815
f18_i4,0.34078473,0.3085698,-0.28747904,-0.37328672,0.09390986,0.18562232,0.08490634,-0.22921784,0.03335333,-0.30290598,0.08448289,-0.19310313,-0.07442495,-0.17128088,-0.19359125,-0.1443829,-0.01801048,0.16815661,-0.07812322,0.2624181,0.33214387,0.116287716,-0.35394514,-0.30340976,0.15167953,0.23624262,-0.27134925,0.103175014,-0.06418691,-0.14101483,0.1255002,0.10881554,0.29358006,0.017745445,-0.14477275,-0.23853222,0.1536806,-0.0004578526,-0.060019534,-0.22585413,-0.52228296,-0.25161856,0.17784438,0.1614234,0.13237973,-0.004165929,0.17455113,-0.26807424,-0.18861325,0.31944388,0.07909504,-0.25279117,0.1820112,0.021529654,-0.17398217,-0.26848257,-0.28929368,0.23853248,0.11558229,-0.24330553,0.11147098,0.12203757,0.16901372,0.3680019,-0.2621999,-0.18605636,0.22227585,0.111412615,-0.15941724,0.13066496,-0.09943415,-0.16033795,-0.108012855,0.19570574,0.096692555,-0.081666194,0.26608086,-0.33560756,-0.013224039,-0.12050339,0.27072144,0.48529616,-0.22686122,0.1528048,0.23047979,-0.076748215,0.2736317,-0.08248867,0.20995435,-0.055843975,-0.2682882,-0.129055,0.24673365,-0.25802183,-0.39120662,0.112205334,-0.32587314,0.02848976,0.0044528516,0.22146122,-0.2606002,-0.26017413,-0.13040568,-0.18461978,0.16739431,-0.18129784,-0.08266192,-0.16086139,-0.47603965,-0.0024387217,0.08855853,0.013253887,0.05824603,-0.082428984,-0.17956093,0.03473445,-0.10573536,-0.07047266,-0.124617,-0.1768249,-0.33447644,0.21864721,0.0074559655,0.17304392,0.114535965,0.34177688,0.14321312,0.26621106,0.17715299,0.05570137,-0.3019359,-0.01705743,0.3271304,0.41315216,0.2093415,0.137155,0.27378577,-0.10108935,-0.25785652,-0.092953324,-0.014084149,0.22441524,0.09940357,0.09617402,0.263349,0.27686918,0.2078539,-0.2600634,0.2103857,0.13732457,-0.47387764,0.07182303,0.112865835,-0.181857,0.2138935,-0.24162108,0.30966565,0.2904445,-0.02723091,-0.015867025,-0.4780651,0.27540976,0.029746613,-0.10580833,0.08025877,-0.17022878,0.2629465,-0.17682232,-0.057975262,-0.19930668,-0.12702331,0.023115601,-0.015170983,0.2128111,0.2555382,-0.26538083,0.09608489,-0.20878422,0.0047903615,-0.110880286,0.25290608,-0.20999545,0.07550356,-0.2621115,0.18319646,0.09720011,0.20401588,-0.15319176,0.09111578,-0.15878817,0.19882847,0.1328032,0.09300983,0.30219746,0.12652853,0.3496217,0.06841634,-0.12556578,0.30744618,-0.15766579
f18_i5,0.40520626,0.21285237,-0.097866505,0.18115786,0.16555077,0.24174504,0.3561508,-0.097373664,0.14269449,-0.10591778,-0.031280957,-0.10793901,-0.43598476,-0.26661193,-0.21644561,-0.24459763,-0.3101808,0.26920596,-0.077670716,0.16270058,-0.034426674,0.11099064,-0.161307,-0.014006891,0.20440017,-0.007377636,-0.14927977,0.1911741,-0.19319758,-0.09917038,-0.053130712,0.23188673,0.20147148,0.44321597,-0.106992535,-0.11920454,-0.04910623,0.08058774,-0.26001835,-0.1125438,0.21444768,0.038791243,0.23527539,0.22727962,0.031256225,-0.14075974,0.22702335,-0.27903536,-0.10270421,0.40739486,0.07208802,-0.13711792,0.068673715,-0.3176332,-0.18488738,0.05066425,-0.2001921,0.07985848,0.23344058,0.27908054,0.15680462,0.1873203,0.104581185,-0.29190013,-0.091910824,-0.17949776,0.230149,0.08944114,-0.03228386,0.28638634,0.081515916,-0.31186694,0.08538846,0.27775,0.22520323,-0.11976022,0.18640333,-0.3050139,-0.19260468,-0.1799127,-0.10599534,-0.45046046,-0.31490815,0.12589672,0.038301762,-0.23192252,0.11814653,-0.06414981,0.1097403,0.12641555,-0.0530865,-0.07683479,0.29311973,-0.28394693,0.09501401,0.14737102,0.078498416,0.254146,0.05117161,0.16090775,-0.03258693,-0.02195324,0.22002843,-0.21968777,0.17332077,-0.17292027,-0.054537006,-0.25595084,-0.21779445,0.09488256,-0.35755664,0.2824392,0.17807297,-0.07550919,-0.074228406,0.0037003062,-0.1525292,-0.06901345,-0.24177954,-0.19663195,-0.21380319,0.14708872,-0.16161458,-0.34191325,0.32455444,-0.07172172,0.24333037,0.21005602,0.19778411,0.31666875,-0.2709377,-0.2201869,-0.06705975,-0.004133118,0.07600822,0.09323142,0.16833939,-0.20819035,-0.08851241,0.14475033,-0.2911686,0.13908772,0.24938369,0.19210301,0.009599559,0.15513915,0.11376484,-0.21677104,0.2526997,-0.06653793,-0.076881096,0.16414477,0.19822808,0.26261517,0.2523557,-0.18556133,0.13535564,0.22042842,-0.15666398,-0.12528838,-0.26193407,0.30185446,-0.26730257,-0.27373394,0.19786918,-0.15536751,-0.06743224,-0.13348983,-0.07362353,-0.06806882,-0.054430477,0.17484723,-0.37787968,0.06463149,0.18462677,-0.29304188,0.12403204,-0.24980107,0.08035949,-0.22470544,0.15045327,-0.35254538,0.10802247,-0.20875445,0.15680188,0.11356717,0.25021175,-0.16617762,0.18290852,-0.21496391,0.10962616,0.43974817,0.16534877,0.10562463,0.2532477,0.057466578,-0.25010362,-0.28216055,0.18394075,-0.28867224
f19_i1,0.18911152,0.25445437,-0.1073188,-0.24328119,0.2523508,0.21801691,-0.08994075,0.046239085,0.28443143,-0.16892758,0.109909795,-0.26936802,0.10939929,-0.075918175,-0.26274115,-0.06347486,-0.34029487,0.23509674,-0.17701732,0.1898854,-0.019213505,0.22047912,-0.30545738,-0.2432534,0.22558363,0.26775047,-0.24483423,0.15415502,-0.21401201,-0.19327495,0.030792844,0.22288816,0.17890401,0.11148668,-0.07973356,-0.20420958,-0.16904818,-0.116481654,-0.095477775,0.052311707,0.14544038,0.06080135,0.050662547,0.02415503,0.14937855,-0.097508535,0.22779626,-0.25759968,-0.15561233,-0.10604294,0.12951565,-0.19328347,0.17772096,0.05267015,-0.1434862,-0.067737706,-0.2362677,0.25669602,0.17938973,0.40445295,0.27701825,0.118907765,0.16376208,0.2107346,-0.15856352,-0.2536878,0.13916323,0.23129816,-0.1436035,0.26083425,-0.15765464,-0.16934559,0.064367436,0.2969297,0.25728786,-0.21570307,-0.062297635,-0.32459253,-0.31906518,-0.19540752,-0.07625108,0.21954514,0.16533811,0.19740237,0.2649174,0.05614898,0.15638459,-0.2144727,-0.029923959,0.23812093,-0.14330074,-0.21007103,0.19174998,-0.30813068,0.10186742,0.13378243,-0.18406376,0.18289296,-0.24663167,0.12295035,0.09262889,-0.18337247,0.1439966,-0.11039467,0.037231293,-0.22461879,-0.19317453,-0.10959199,-0.09257339,0.13086534,-0.3698215,0.072052896,-0.34586045,-0.1951046,-0.1856295,0.1870352,-0.012222278,0.21716526,-0.077523224,-0.09260615,-0.46650296,0.08729698,-0.09421928,-0.18475465,0.24036871,0.26750925,0.22575186,0.14661977,0.039940897,0.08427486,-0.15923063,-0.15691106,-0.12132596,0.2998785,0.072865695,0.22217976,0.10141697,-0.032303154,-0.23181033,0.38896754,-0.16966133,0.12705117,0.18984507,0.43975353,-0.028580092,0.14687818,0.17915875,-0.29188654,0.22309612,-0.27099976,-0.40575358,-0.15614899,0.32485726,0.17156534,0.030835759,-0.21589585,0.20799282,0.18597147,-0.11084333,-0.119683646,0.3760826,0.12718056,0.07529802,-0.09536819,0.16646278,-0.11196709,0.18827511,-0.0585823,-0.27420047,-0.22275482,-0.2924687,0.14001714,-0.20344345,0.14582428,-0.014552232,-0.20403768,-0.15204395,-0.21879354,0.05795109,-0.23257211,-0.08854398,-0.3806467,0.24014257,-0.08811456,0.13813716,0.13596538,0.263772,-0.24358064,0.3189176,-0.2553049,-0.045131423,0.11460881,0.1772559,0.2886359,0.15571468,0.1440862,-0.002611477,0.15214281,0.2204953,-0.24968399
f19_i2,0.18320385,-0.09212206,-0.19902965,-0.297338,0.2311307,0.17179377,0.1650703,-0.027918914,0.15388995,-0.32660866,0.080337875,-0.15085192,-0.27540565,-0.09576296,-0.19155912,-0.19555354,-0.18350066,0.26395178,-0.34724942,0.20861116,-0.36355683,0.080346264,-0.24947956,-0.2853745,0.1255388,0.34252617,-0.2764573,0.2637694,-0.15431675,-0.24829145,-0.07861693,0.0031912671,0.32981086,0.22021222,-0.045444388,-0.15625383,-0.06153285,-0.20516446,-0.1819905,-0.34910753,0.42039225,-0.45118648,0.13018146,0.2621962,0.20997263,-0.16647533,0.118973166,0.07582293,-0.21155436,-0.024631297,0.20984419,-0.23453741,0.3404162,-0.016732108,-0.12778087,0.18945795,0.48790047,0.3162037,0.11579888,-0.4387154,0.22108889,0.1529604,0.21651813,0.25523356,-0.20832764,-0.23732696,0.08862628,0.11223343,-0.17343408,-0.019999353,-0.26559833,-0.13894258,-0.17838056,0.25543058,0.18327986,-0.2403859,0.38524324,-0.11134246,0.005489712,-0.1623432,0.11376772,0.26947838,-0.14667802,0.21933873,0.22854309,-0.1353179,0.16065922,-0.06256175,0.22046004,-0.056521628,-0.13932565,-0.05977751,0.15656513,-0.21735378,-0.28046072,0.21019308,-0.32068527,0.15394585,-0.42247894,0.102652326,0.09166972,-0.2714629,0.06891685,-0.21808122,0.06074759,-0.18713756,-0.23866685,-0.20077954,-0.1261554,-0.007793436,-0.18232259,0.16189739,-0.18947563,-0.19588348,-0.19248995,0.15606853,-0.21373656,0.37408406,0.019153388,-0.09689391,-0.22225164,0.095698714,-0.17521769,-0.18565337,0.075074695,0.22107823,0.18163586,0.19139731,0.06660924,0.1807819,-0.19163565,-0.22010018,0.110845245,0.21071923,0.21201132,0.20320442,0.19384466,-0.05632254,-0.24138707,0.20760784,-0.28783253,0.12975486,0.11080522,0.14230448,0.33580056,0.21272756,0.21482085,-0.35054722,0.19075833,-0.3173267,-0.22189292,0.19323814,0.019123653,-0.13413376,0.14333877,-0.31538862,0.16283081,0.05338986,0.06709447,-0.24563596,0.4707243,0.25979477,0.04304603,-0.20109387,0.22941168,-0.20901595,0.1814637,-0.18371987,-0.11492171,-0.17438444,-0.051471375,0.19009571,-0.1651519,0.16049953,0.0882427,-0.22001147,0.16489473,-0.19444963,0.24488114,-0.12859395,-0.0055616153,-0.3750464,0.13234985,-0.09502198,0.15299387,0.11186433,0.09042096,-0.2831941,0.1137166,-0.2385037,0.16462965,0.21467473,0.31331336,0.06414406,0.2865389,0.23386972,0.23670845,0.06141329,0.25164944,-0.1691507
f19_i3,0.256188,0.026109483,-0.13022678,-0.22171555,0.22502574,0.09221487,0.4360478,0.03181086,0.270457,-0.06318025,0.011101495,-0.15778324,0.03864501,-0.18734409,-0.00230885,-0.12881298,-0.21688412,0.30836427,-0.34768596,0.097728066,-0.24503231,0.13987453,-0.3331094,-0.17186622,0.20213483,0.08583477,-0.2634074,0.0042523067,-0.065113164,-0.23979788,-0.23716488,0.23678827,0.26049435,0.22603261,-0.18947558,-0.2659249,-0.2023905,-0.18444766,-0.16599819,-0.11103764,0.2456948,-0.23179388,0.25328252,0.10843233,0.21081093,-0.11430468,0.15454094,-0.18764552,-0.16331275,-0.009028692,0.24664174,-0.14629717,0.21225578,-0.18330021,-0.21107103,-0.20450369,0.029154252,0.058798842,0.18658026,0.03154407,0.14123619,0.20054504,0.12085259,0.12976354,-0.2679324,-0.20943154,0.25506118,-0.12696967,-0.21046247,0.10054102,-0.048247807,-0.23423384,-0.1448398,0.12673001,0.22578809,-0.054420102,0.2580453,-0.18096079,-0.1193742,-0.21643066,0.07893174,0.43322292,-0.27846417,0.18355805,0.22052705,-0.34730086,0.37845626,-0.13876197,0.1939949,-0.19438599,-0.24124016,-0.4883038,0.08905247,-0.1497839,-0.058789283,0.15681084,0.014967756,0.24624869,-0.24145788,0.14884047,-0.23548643,-0.23191005,0.14070007,-0.20662904,-0.013713931,-0.1740445,-0.055950444,-0.16291803,0.017260319,-0.2598261,-0.16553442,0.2217946,-0.16697489,-0.023047883,-0.33946446,0.19813727,0.014898156,-0.39316824,-0.0506462,-0.2070611,-0.36775035,0.1197955,-0.1277019,-0.109966055,0.24052627,0.3178847,0.098167725,0.19054243,0.121785104,0.121854,-0.25520357,-0.16239184,-0.13890022,0.14432037,0.12698339,0.18461487,0.24150895,-0.24650234,-0.25124335,-0.008325888,-0.13476826,0.2399248,0.27852678,0.181805,0.07066408,0.2134283,0.051953837,-0.10822911,0.112834044,-0.15286028,-0.19433531,0.2539475,0.13878296,-0.5299302,0.2957013,-0.051187493,0.25459155,0.0617417,0.18658753,-0.09580634,-0.25187585,0.10573016,-0.18326657,-0.10985147,0.09029399,-0.16618703,0.2547709,-0.32158092,-0.016483244,-0.13656077,-0.26017424,0.07004562,-0.10036541,0.1836405,0.30416647,-0.20092861,0.060518958,-0.21335366,0.12531559,-0.19742373,-0.03639816,0.06651167,0.2735293,-0.22642407,0.10259696,0.12614334,-0.13710353,-0.042860754,0.17155541,-0.16634107,0.2731381,-0.08998757,0.16616754,0.35138997,0.26204088,0.22436519,-0.24283439,0.04414666,0.02817866,-0.24733491
f19_i4,0.23797111,0.028586818,-0.1441597,-0.24597916,0.18127061,0.15877444,0.43201488,-0.041870628,0.18507093,-0.1684887,0.2478989,-0.16956837,0.03895448,-0.09007204,-0.07517482,-0.24161395,-0.35155332,0.056012858,-0.1637436,0.1576731,-0.2679331,0.19447088,-0.21443592,0.15504257,0.13742872,0.40413377,-0.072632775,0.16763723,-0.09807737,-0.20813178,-0.27591136,0.14015955,0.43486142,0.06926676,-0.21012874,-0.13990857,-0.36294386,-0.16997917,-0.2256973,-0.23866487,-0.21251833,-0.12474344,0.14393267,0.17001553,0.13878234,-0.0669235,0.09559125,-0.15636975,-0.25738734,-0.01876688,0.028297352,-0.096659146,0.30091378,0.02297046,-0.23083214,-0.2196098,-0.31385055,0.17314489,0.2952728,-0.008728747,0.14284295,0.26732197,0.041298218,0.32433176,-0.15712947,-0.16435263,0.18778268,-0.00894712,-0.1743146,0.006826726,-0.048468716,-0.2596114,-0.28003845,0.13151929,0.1036861,-0.48808315,0.13465777,-0.12729064,-0.20029485,-0.15527987,-0.27543554,0.02923695,-0.17621292,0.26940492,0.034355953,-0.20385852,0.2921962,-0.06193263,0.064955786,-0.03490872,-0.26533246,-0.10059306,0.19882788,-0.056591246,0.3531159,0.18056624,-0.10017566,0.22962652,0.025062788,0.21173234,0.052091863,-0.0865126,0.19620879,-0.10864765,0.13354033,-0.14574254,0.07130911,-0.15830389,-0.32328227,0.2722144,-0.14447585,0.35550466,-0.40227526,-0.2195014,-0.17829894,0.3264774,0.084990576,0.3761158,-0.09420829,-0.14719585,-0.4856708,-0.0006421819,-0.109989464,-0.098010086,0.13455664,-0.37207878,0.3831724,0.12604472,0.3650823,0.17903714,-0.28621835,-0.19958292,-0.13379146,0.037541896,0.3225537,0.18523426,0.058047798,-0.14760228,-0.2384504,-0.17392512,-0.3621559,0.27823612,0.13895856,0.22695534,0.06145119,0.19695465,0.1738336,-0.2557634,0.12397187,-0.35087618,-0.3084555,0.2421677,0.12458811,0.47476378,0.035350133,-0.06173633,0.18328454,0.1259998,0.12683745,-0.2705395,-0.040484026,0.014591891,-0.18148613,-0.11949456,0.09701036,-0.31198305,0.21851061,-0.2866962,-0.12205044,-0.22415712,-0.26923472,0.074149266,0.112448774,0.122803524,0.22478582,-0.15712321,-0.14099011,-0.26186517,0.20131725,-0.10683826,-0.03818203,-0.123349376,0.16609783,-0.113810845,0.1927916,0.12014163,0.076736696,-0.16262579,0.16341995,-0.3440776,-0.05021869,0.21355578,0.20319043,0.44242603,0.20002344,0.16373467,-0.06250994,-0.047342405,0.14420272,-0.16865894
f19_i5,0.14440553,-0.05362996,-0.13803363,-0.3507024,0.16644175,0.21377234,0.21944733,-0.060986362,0.16425334,-0.28803992,0.013863671,-0.24361058,0.3501646,-0.23994291,-0.25727776,-0.05821161,-0.08108582,0.16556878,-0.23888057,0.082722574,0.13825415,0.13677417,-0.34344935,-0.012053943,0.10377775,0.09576997,0.11488086,0.203496,-0.24186528,-0.08123299,-0.30538315,0.31138113,0.255897,0.17398041,-0.14057238,-0.10572711,0.020733548,-0.29510525,-0.07808772,-0.17659906,0.52358806,-0.16869049,0.18954127,0.2591278,0.27194408,-0.18746531,0.21741286,-0.31702232,-0.24591921,0.0334137,0.03866145,0.021144861,0.15723643,-0.19240028,-0.12954232,-0.15336008,-0.18172677,0.18780322,0.112530716,0.28065106,0.098648705,0.25417504,0.20766228,-0.002512348,-0.15350649,-0.36635584,0.035154752,-0.16648951,-0.054018628,-0.036871657,-0.24632925,0.065239914,-0.26691014,0.26533902,0.1348658,-0.41022295,0.019916179,-0.15728411,-0.18914022,-0.18391807,-0.045462534,-0.012020271,-0.21409366,0.13911262,-0.023825986,0.011344835,0.12984523,0.05321192,0.2088473,0.14906348,-0.100368656,-0.28241637,0.20151515,-0.15525664,-0.11855666,0.075899854,-0.20893648,0.075323276,-0.40866956,0.22294375,-0.17136165,-0.14864811,-0.28332213,-0.15293819,0.15961887,-0.17527944,-0.27129307,-0.14072038,-0.28112176,0.19357924,-0.2182612,0.17812577,-0.2762752,-0.3298707,-0.2202132,0.1708645,-0.15884708,-0.17149188,-0.21171159,-0.19248246,-0.6548635,0.18564071,0.10497804,-0.2400612,0.05195527,0.32543388,0.13359685,0.08737095,0.1887459,0.15875109,-0.021772914,-0.035864502,-0.22484401,0.29779547,0.05371129,0.18832722,0.05717039,0.04238418,-0.31854552,0.2990663,-0.12511516,0.14616162,0.2610002,0.26334396,0.3606402,0.21717136,0.030365841,-0.117815785,0.08208256,0.06203075,-0.066319644,0.0805232,0.3154393,-0.217541,0.011387622,-0.1928631,0.098892756,0.094356224,-0.21714407,-0.13239612,-0.16761151,0.16901127,-0.17899396,-0.2092239,0.16552801,-0.009596295,0.2102113,-0.21604669,-0.36497986,-0.25814545,-0.16600353,0.22799484,0.29836702,0.03811534,0.10767489,-0.077005096,0.18552545,-0.1080482,0.049252193,0.052708235,0.14229421,-0.24351577,0.18743274,-0.067656666,0.08515052,0.2983482,0.066620305,-0.07647532,0.10571161,-0.110474214,0.23309831,0.17196786,0.03697602,0.25093535,0.15754835,0.12605321,-0.053560454,-0.28156707,0.054407697,-0.20328851
f20_i1,0.06812291,0.15537176,-0.15146728,0.022115799,0.27951285,0.19614963,0.2720501,-0.31386715,0.021815121,-0.14833665,0.14060906,-0.1874005,-0.040781897,-0.23689584,-0.0833729,-0.25978988,-0.0073788553,0.26024938,-0.10618008,0.09686067,0.007880541,0.21633898,-0.13535139,-0.03795462,0.12323402,0.015286311,-0.3377257,0.13110971,-0.21133108,-0.12576981,-0.055868857,0.15147664,0.20373027,0.15905103,-0.26454237,-0.17339459,-0.23517781,-0.23822124,-0.22678559,-0.1861166,0.38942662,-0.34586293,0.23434989,0.20249303,0.20331852,-0.28910545,0.14364104,-0.34773242,-0.16183993,0.3450388,0.1885473,-0.32743242,0.2142501,-0.06688969,-0.2749322,-0.2763401,-0.26895252,0.18854325,0.1794096,0.3263535,0.10770265,0.17176154,0.1597243,0.27676684,-0.065700434,-0.23313029,0.13811381,0.26278576,-0.09304047,0.28796554,-0.33751363,-0.31704813,-0.10265941,0.21181229,0.17338409,-0.32539472,0.21822497,-0.16424587,-0.14976403,-0.22887675,-0.120055884,0.08235416,-0.27722526,0.20212165,0.28282547,-0.21638872,0.31256235,-0.21400622,0.043817382,0.17005624,-0.20162523,-0.2984581,0.24246751,-0.17302892,-0.40540916,0.17698859,0.08289281,0.15854515,0.10910115,0.12312134,-0.258823,-0.12670851,0.23512013,-0.11245617,-0.29173517,-0.2898885,0.012114675,-0.24976125,-0.19393647,-0.26493776,-0.13561958,0.21335247,-0.28400737,-0.03342308,-0.23480693,0.09176702,-0.28342164,-0.104912914,-0.32690206,-0.19149281,0.024903394,0.14688626,-0.24251592,-0.26931015,0.080884054,-0.23042408,0.15234971,0.28255698,0.19438598,0.13012823,-0.14927022,-0.15057191,0.10482978,0.1428098,0.044064254,0.11612875,0.1548421,-0.15913148,-0.019452909,-0.17862557,-0.3206156,0.14086069,0.16046882,0.16353361,0.16420762,0.14888734,0.16042449,-0.16425668,0.23226602,0.04065913,-0.1559109,0.1477976,0.08493392,0.39019635,0.2086512,-0.037609953,0.29684094,0.17894073,0.42555702,-0.17527014,0.09046957,0.12266023,-0.13017069,-0.2627312,0.17773314,-0.27094644,0.247153,-0.25027448,-0.1897183,-0.27892262,-0.08429758,0.11113946,-0.26975954,0.17900293,0.111672014,-0.22039336,0.2724823,-0.124425344,0.23062271,-0.010784317,0.16566728,0.108596876,0.17185219,0.0014834349,0.05088651,0.15310343,0.17164183,-0.10046279,0.28365058,-0.14317213,0.13354917,0.22107899,0.1570546,0.09373402,0.22451358,0.16477583,-0.27967438,-0.05012958,0.102722764,-0.18149586
f20_i2,0.21824485,0.34263957,-0.08100509,-0.18067709,0.2749879,0.10107703,0.19876038,-0.11351094,0.24220017,-0.034447636,0.2888411,-0.09291811,0.25426313,-0.21259166,-0.20173153,-0.062127966,-0.1867618,0.16005561,-0.037200198,0.15135905,-0.21644403,0.22795224,-0.2284202,0.07534863,0.14305544,0.15863231,-0.20158367,0.2150567,-0.13857865,-0.24589577,-0.26719508,-0.013606911,0.051744096,0.32589945,-0.14529017,-0.2147702,-0.31136712,-0.08310335,-0.2582442,-0.30879027,-0.37125635,0.10974372,0.23746674,0.24261124,0.14692351,-0.189159,0.09540727,-0.43151852,-0.2677771,0.042120542,0.15657783,-0.16501833,0.25577644,0.0427991,-0.14476734,-0.2805879,-0.15755595,0.012697977,0.15065843,-0.013603095,0.1471657,0.18600072,0.13025679,-0.006964815,-0.040529147,-0.25854877,0.104438424,0.3596888,-0.1318215,0.4023057,-0.2128789,-0.033496812,-0.016483508,0.15534833,0.096525475,0.029590772,0.12768847,-0.19973065,-0.119799115,-0.18217354,-0.0057024607,-0.07073467,-0.30840033,0.08624752,0.02850955,-0.2596024,0.11511674,-0.35395414,0.088356085,-0.0102714505,-0.12032539,-0.33112666,0.029130373,-0.25687024,0.11768845,0.110639684,-0.009341489,0.0035694009,-0.31535977,0.059961103,-0.14443134,-0.20648693,0.17693266,-0.18142086,0.16563842,-0.16220844,-0.15026683,-0.26325452,0.01888445,-0.4472346,-0.14670612,0.18941993,-0.3266131,0.099635944,-0.08204003,0.26685658,-0.19795187,-0.1929769,-0.25393692,-0.10073585,-0.0041349027,0.00501453,-0.013440207,-0.09920759,0.49138445,-0.16331917,0.13456014,0.23190935,0.27670282,0.12999798,-0.09048238,-0.2457759,-0.35782278,-0.039029058,0.09361928,-0.05200185,0.11924454,-0.3192326,-0.21526465,0.5567629,-0.08928647,0.19193666,0.16563147,-0.16510475,0.23917693,0.16449213,0.20937924,0.038220856,0.16503246,-0.12487184,0.34375322,0.2236645,0.2153696,0.38271844,0.026430637,-0.0076995795,0.25022373,0.122953855,0.054903418,-0.1660737,-0.4750246,0.105827674,-0.22253795,-0.29738685,0.11809038,-0.17923835,0.2818357,-0.18646069,-0.1446997,0.007624642,-0.014692902,0.17648026,-0.13867037,0.16502316,-0.24479868,-0.25791135,-0.25390938,-0.19969104,0.05172498,-0.20314251,0.27130157,-0.38177902,0.06401929,-0.10100542,0.2770492,0.10617207,0.17464992,-0.06859801,0.18035403,-0.27350914,0.20364185,0.29982334,0.12736976,0.117070876,0.22899415,0.21819888,-0.37750107,-0.083639085,-0.053915966,-0.22892381
